id,features
2325,"[0.8778636455535889, 0.8433899879455566, -0.669176459312439, -0.308139830827713, -0.1813727766275406, -0.10306189209222794, 0.7905262112617493, -0.5979351997375488, 0.2774885296821594, -1.5422568321228027]"
2335,"[0.9450890421867371, -0.20297053456306458, -0.5747157335281372, -0.8758152723312378, 0.20408065617084503, -0.5682269334793091, -0.10729321837425232, -0.2101394385099411, -0.0022434014827013016, -0.5494577884674072]"
2345,"[1.09208345413208, 0.053963351994752884, -0.242842897772789, 0.5261058211326599, -0.08305133879184723, 0.01937318593263626, -0.13127070665359497, 0.7864940762519836, 0.31341981887817383, -1.0041730403900146]"
2355,"[0.2728240191936493, 0.39055538177490234, 0.08798397332429886, -0.39460456371307373, 0.40006062388420105, -0.325162410736084, -0.31360504031181335, 0.4535485506057739, -0.4701111316680908, -0.8699595928192139]"
2365,"[0.5315985679626465, 0.6294879913330078, 0.29561948776245117, -0.02508006989955902, -1.0379709005355835, -0.15754126012325287, -0.14492352306842804, 0.04895833134651184, -0.23360498249530792, -1.0708914995193481]"
2375,"[0.6031110286712646, 0.23522458970546722, -0.5468921065330505, -0.6200183629989624, -0.43513399362564087, 0.02148587442934513, -0.10524501651525497, 0.5993658304214478, -0.06555233895778656, -0.73227858543396]"
2385,"[0.9259606003761292, 0.13909152150154114, -0.03802106902003288, -0.21844395995140076, 0.44452551007270813, 0.5460538268089294, -0.41858407855033875, 0.5389336943626404, 0.8772825002670288, -0.6849518418312073]"
2395,"[0.8893886804580688, 0.8186459541320801, -0.3014109134674072, 0.5434097647666931, 0.23076586425304413, -0.5233718156814575, -0.2451898753643036, 0.38347265124320984, 0.15118397772312164, -0.7347210049629211]"
2405,"[0.3147317171096802, 0.29498422145843506, -0.26547297835350037, -0.7138220071792603, -0.2319459617137909, 0.039686817675828934, 0.030918966978788376, 0.9108761548995972, 0.12665925920009613, -0.704326331615448]"
2415,"[0.8685596585273743, 0.3888990879058838, -0.9707775712013245, -0.46882015466690063, 0.046603973954916, 0.7120618224143982, -0.31754016876220703, 0.0656866803765297, 1.174602746963501, -1.2256709337234497]"
2425,"[-0.14647942781448364, 1.0867464542388916, -0.458158403635025, -0.03768958896398544, -0.8120627999305725, -0.2815445363521576, -0.47234711050987244, 0.830125629901886, 0.3781300187110901, -0.8230599164962769]"
2435,"[0.010521178133785725, 1.3257936239242554, -1.939159870147705, -0.5584211945533752, 0.26554402709007263, -0.26962631940841675, -0.4956657886505127, 0.695103645324707, 1.58195161819458, -0.05569075047969818]"
2445,"[0.12327513098716736, 0.06577602028846741, -0.5839374661445618, -0.9634079933166504, -0.008591342717409134, 0.07682395726442337, -0.5956388711929321, 0.6417760252952576, 0.07959900051355362, -0.3956826329231262]"
2455,"[0.2551570236682892, 0.6153730750083923, 0.04252218082547188, -0.2610020041465759, -0.41149741411209106, -0.2716106176376343, -0.9432514905929565, 0.05250946804881096, -0.1897583305835724, -0.8282034993171692]"
2465,"[1.0228837728500366, -0.25985071063041687, -0.4153832495212555, 0.007667984813451767, -1.4172226190567017, 0.12261192500591278, -0.7773491144180298, 0.35248252749443054, 0.7413914799690247, -0.7367259860038757]"
2475,"[-0.1341615468263626, 0.7107104063034058, -0.023500313982367516, -0.09966393560171127, -0.3142573833465576, -0.05853194743394852, -0.8135481476783752, 0.6643527150154114, 0.468721866607666, -0.6636009216308594]"
2485,"[0.44719362258911133, -0.2688583433628082, -0.08123400807380676, -0.5471619963645935, 0.48302075266838074, -0.11016833782196045, -0.1380538046360016, 0.30998364090919495, 0.02006441354751587, -0.8302929401397705]"
2495,"[-0.3845587372779846, 0.433341920375824, -0.19208143651485443, 0.37014758586883545, -0.026857169345021248, -0.09177941083908081, -0.7399758696556091, 0.2504071593284607, -0.3699708878993988, -1.4534157514572144]"
2505,"[0.7431962490081787, 0.24088388681411743, -0.5506797432899475, -0.5633485913276672, 0.2109983265399933, -0.25900039076805115, -0.7467069029808044, 0.05310841277241707, 0.9906097054481506, -0.3703191578388214]"
2515,"[0.6865695118904114, -0.171779602766037, -0.07715696841478348, -0.08808757364749908, -0.6700954437255859, 0.3977149426937103, -0.625653862953186, 0.2635364532470703, -0.0055657741613686085, -0.6341111660003662]"
2525,"[0.9120015501976013, 0.5821775794029236, 0.46409448981285095, 0.015469186939299107, -0.5351174473762512, 0.3015406131744385, -0.4835919141769409, 0.14887039363384247, -0.011146108619868755, -0.6869232058525085]"
2535,"[-0.4031297564506531, -0.03241858631372452, -0.4952639043331146, -0.29302147030830383, -0.5753451585769653, -0.015091385692358017, -1.075137972831726, 0.4963020980358124, 0.11149078607559204, -0.7495091557502747]"
2545,"[2.165811538696289, -0.918786883354187, 1.0382453203201294, 0.07209590077400208, -0.40750136971473694, 0.5373178720474243, -2.499124050140381, -0.7112534046173096, 0.7643814086914062, -1.0365417003631592]"
2555,"[0.383287250995636, 0.06275378912687302, -0.02420053444802761, -0.6276195645332336, 0.018243877217173576, 0.4607742726802826, -0.08836034685373306, 0.00701523432508111, -0.03098294697701931, -0.7579975724220276]"
2565,"[-0.17126289010047913, 0.4463656544685364, 0.029032431542873383, -0.45628321170806885, 0.3314706087112427, -0.06835412234067917, -0.3401308059692383, 1.0006099939346313, -0.06250882148742676, -0.8042813539505005]"
2575,"[0.9244451522827148, 1.1500067710876465, 0.29983648657798767, 0.6230778098106384, 0.3748670816421509, 0.28174370527267456, -0.44742530584335327, 0.5646867156028748, 0.28342923521995544, -0.7973546385765076]"
2585,"[0.7762209177017212, 0.4041499197483063, -0.2772837281227112, 1.185843825340271, -0.4412444233894348, 0.4540989100933075, 0.02056119590997696, 0.7188278436660767, 0.08726317435503006, -1.6366533041000366]"
2605,"[0.15194760262966156, -0.12768232822418213, 0.03687914088368416, -0.7753581404685974, -0.1583734005689621, -0.34422993659973145, -0.33094722032546997, 0.5139110684394836, 0.3801887333393097, -0.6126950979232788]"
2615,"[0.3685626685619354, 0.39075136184692383, 0.05597500503063202, -0.7441697120666504, -0.21903707087039948, -0.23703213036060333, -0.11642671376466751, 0.3845590353012085, -0.10851537436246872, -0.5948821306228638]"
2625,"[1.4645750522613525, 0.5300480127334595, 1.2297805547714233, -0.7811073064804077, 0.5626887083053589, 0.31759655475616455, -0.5165297985076904, 0.4711571931838989, 0.029796037822961807, -0.07371410727500916]"
2635,"[-0.193089559674263, 0.34003546833992004, 1.0692139863967896, -0.9492012858390808, 0.6769974827766418, 0.7875251770019531, -1.4402960538864136, -0.7006606459617615, 0.02878532186150551, -1.1678106784820557]"
2645,"[-0.2794346511363983, 0.8131711483001709, 0.7446191310882568, -0.12946806848049164, -0.6079477667808533, -0.04292130097746849, -0.3680388331413269, -0.10062019526958466, 0.35888418555259705, -1.509107232093811]"
2655,"[0.611193835735321, -0.03265923261642456, -0.542238712310791, -0.34961575269699097, -0.728316605091095, 0.3180541694164276, -1.4392075538635254, 0.3014525771141052, -0.176327183842659, -0.052740614861249924]"
2665,"[-0.13812711834907532, 1.1472499370574951, 0.8256531357765198, -0.22272461652755737, -0.8703024983406067, -0.22995926439762115, -0.3768962025642395, 0.48670610785484314, 0.38676074147224426, -0.7519879341125488]"
2675,"[0.8171160221099854, 0.9897924661636353, -1.3752845525741577, -1.16117525100708, 0.442274808883667, -0.07572092860937119, 0.39942365884780884, 0.6257880330085754, 0.03387412428855896, -0.5947600603103638]"
2685,"[0.40748193860054016, 0.09776068478822708, 0.517453670501709, -0.7152709364891052, -0.7468998432159424, -0.4273609220981598, -0.05876465141773224, 0.6042748689651489, 0.6185981035232544, -0.6095178127288818]"
2695,"[0.7775890827178955, 0.6659468412399292, -1.6164112091064453, -0.20760492980480194, -1.4161871671676636, -0.584597647190094, -0.18598225712776184, 0.36532512307167053, 0.4254375398159027, -0.42285382747650146]"
2705,"[0.34498080611228943, 2.3927066326141357, -1.119117021560669, 0.29250460863113403, 2.0842394828796387, -0.1506533920764923, -0.20175713300704956, -0.503705620765686, 2.8404765129089355, -1.3751965761184692]"
2715,"[0.9058878421783447, -0.257661372423172, -0.8350236415863037, 0.020277202129364014, 0.20129048824310303, 0.48119956254959106, 0.09079165756702423, 1.654558777809143, 0.5866825580596924, -0.22998614609241486]"
2725,"[0.030608784407377243, 1.053694486618042, -0.24666933715343475, -0.11317889392375946, -0.8666374087333679, -0.8910418152809143, 0.17652925848960876, 1.1228913068771362, 0.81215500831604, -0.5861080884933472]"
2735,"[0.4813079237937927, 0.24521981179714203, -0.5208929777145386, -0.7268785834312439, -0.11863807588815689, -0.16689687967300415, 0.2916937470436096, 0.11395194381475449, 0.07291541248559952, -0.9999676942825317]"
2745,"[0.15569627285003662, 0.46019941568374634, -0.2513013780117035, -0.2251381129026413, 0.3747708797454834, -0.6423583626747131, 0.007744292728602886, 0.6799218058586121, 0.6739848852157593, -0.7814418077468872]"
2755,"[1.5325969457626343, 0.7603742480278015, -1.3424599170684814, -1.4480866193771362, -0.6816346049308777, 0.12169866263866425, -0.8692827820777893, 0.33376869559288025, 0.17521147429943085, 0.0820692703127861]"
2765,"[0.07486629486083984, 2.220515012741089, -0.3115222752094269, -0.430086612701416, -0.767525851726532, -1.0698044300079346, 0.25866639614105225, 1.3730942010879517, -0.18750467896461487, 0.6804636120796204]"
2775,"[-0.16735996305942535, 0.3365863859653473, -1.4242011308670044, 1.411078929901123, 2.307913064956665, -0.6280024647712708, -0.029755381867289543, 0.5812774896621704, 0.5818553566932678, -0.5108364224433899]"
2785,"[0.5561584830284119, 1.16911780834198, 0.4081921875476837, -0.4741789400577545, -1.076175332069397, 0.197196826338768, -0.6508052349090576, 0.09555530548095703, 0.13923047482967377, -0.8123452067375183]"
2795,"[0.29262369871139526, 0.5755768418312073, -0.4911637008190155, -0.6127682328224182, -0.4444679021835327, -0.7524393200874329, -0.22662407159805298, 0.3786345422267914, -0.5430483818054199, -0.7081380486488342]"
2805,"[0.22545279562473297, -0.02734062261879444, -0.060599420219659805, -0.6007883548736572, -0.3183076083660126, -0.20867232978343964, -0.3391420543193817, 0.4834471344947815, -0.006234945263713598, -0.636300265789032]"
2815,"[0.34718820452690125, -0.1260884553194046, -0.059894684702157974, -0.7312502861022949, -0.27257585525512695, 0.0004752089735120535, -0.12463244050741196, 0.4070774018764496, 0.07925118505954742, -0.7284959554672241]"
2825,"[1.495165467262268, -0.2355487197637558, 0.19210727512836456, -0.9856559634208679, 0.20088845491409302, 0.32672539353370667, -0.009610604494810104, -1.0018582344055176, 0.5385100841522217, -2.1184933185577393]"
2835,"[0.5424194931983948, 0.3875454068183899, 0.042113371193408966, -0.8640890121459961, -0.4125021994113922, -0.1060139611363411, -0.5652610063552856, 0.7843121886253357, 0.5470263957977295, 0.12497430294752121]"
2845,"[0.0804804265499115, -0.037445567548274994, 0.02616112492978573, -0.0896931141614914, -0.0062002576887607574, -0.12282876670360565, -0.12517590820789337, 0.07011958211660385, 0.039348140358924866, -0.14976385235786438]"
2855,"[-0.11561325192451477, 0.33905288577079773, -0.5931389331817627, -0.21157413721084595, -1.0712430477142334, 0.4393349289894104, -0.9416135549545288, 0.23496437072753906, 0.611264169216156, -0.9165230989456177]"
2865,"[0.8492814898490906, 0.5039536952972412, -0.30991417169570923, -0.056295815855264664, 0.1374356895685196, -0.030437348410487175, -1.2282299995422363, 0.4594455659389496, 0.12533238530158997, -0.14087998867034912]"
2875,"[0.13424009084701538, -0.2939437925815582, -0.08636076748371124, -0.39712604880332947, 0.07025619596242905, -0.01035666186362505, 0.04878442361950874, 0.6693847179412842, 0.3667401969432831, -1.0709304809570312]"
2885,"[0.6084387302398682, 0.5216723680496216, -1.5306071043014526, 0.39223799109458923, 0.15114393830299377, 0.7064266204833984, 0.006710851565003395, 0.6180351972579956, 0.13303028047084808, -1.4600207805633545]"
2895,"[0.35838213562965393, 0.42484819889068604, -0.0013203560374677181, 0.0462520606815815, 0.4273253381252289, -0.34333691000938416, -0.39526236057281494, 0.24681518971920013, -0.08661273121833801, -0.7921780943870544]"
2905,"[0.23334737122058868, 0.18091116845607758, 0.370846152305603, 0.07933279871940613, 0.1478518545627594, -0.9959270358085632, -0.16185085475444794, 0.598006546497345, 0.13741527497768402, -1.0762090682983398]"
2915,"[0.0026420648209750652, 0.44059160351753235, -0.03168423846364021, -0.43610167503356934, -0.042577750980854034, -0.3647361397743225, -0.4661155343055725, 0.5778319239616394, 0.037596892565488815, -0.7911933064460754]"
2925,"[0.011659791693091393, 1.4431142807006836, 0.39403894543647766, 0.21061399579048157, -0.2406635284423828, -0.30633580684661865, -0.021411923691630363, 0.005451845936477184, 1.1161969900131226, -1.4243061542510986]"
2935,"[-0.060334980487823486, 0.9316969513893127, 0.7952956557273865, -0.07974844425916672, 0.45682665705680847, -0.42006489634513855, -0.36124125123023987, 0.3251011073589325, 0.20013979077339172, -0.949097216129303]"
2945,"[1.276387333869934, 1.3260756731033325, -0.3016463816165924, -0.5932095646858215, -0.3130829334259033, 0.9814400672912598, -1.2154905796051025, 0.435881108045578, 0.2702600061893463, -0.1555062085390091]"
2955,"[0.5926880240440369, -0.5996572375297546, -0.1897512525320053, -1.0788240432739258, -0.6421880722045898, 0.29971617460250854, -0.3570791184902191, 0.023343153297901154, -0.34534502029418945, -0.42549964785575867]"
2965,"[-0.13779564201831818, 0.43502122163772583, 0.5404972434043884, -0.939349889755249, -0.25027671456336975, -0.13229529559612274, -0.11585400998592377, 0.5057246088981628, 0.505574643611908, -0.20382609963417053]"
2975,"[0.8835078477859497, -0.7996319532394409, 0.09031788259744644, -0.23220482468605042, 0.5654233694076538, -0.2091744840145111, -1.1223595142364502, 0.4144643545150757, -0.25802096724510193, -0.26472461223602295]"
2985,"[-0.023732775822281837, 0.8291108012199402, -0.004562027286738157, -0.5944210290908813, -0.03704693540930748, -0.3384159207344055, -0.4685939848423004, 0.03140440955758095, 0.14330816268920898, -0.8668727278709412]"
2995,"[0.4937776029109955, 0.5250420570373535, -0.42908865213394165, -0.8508926630020142, -0.08622144162654877, 0.096259705722332, -0.5059362053871155, -0.000350570073351264, 0.7921943664550781, -0.4893794059753418]"
3005,"[0.30248257517814636, -0.052667226642370224, -0.28844428062438965, -0.7657104134559631, 0.2076825201511383, -0.28196829557418823, -0.15397797524929047, 0.5300942659378052, 0.45396122336387634, -0.7127102017402649]"
3015,"[-0.3548074960708618, 0.32128414511680603, -0.01292128674685955, -0.04710741341114044, -0.4568607807159424, 0.16575805842876434, -0.7142758369445801, 0.44717222452163696, -0.1706714928150177, -1.2846060991287231]"
3025,"[-0.4991937577724457, 0.3918008804321289, 2.366795778274536, 0.1191970482468605, -0.8428515791893005, 0.3295718729496002, 0.06924588978290558, 1.543582558631897, 0.43318721652030945, -0.7998192310333252]"
3035,"[0.26317664980888367, 0.8235509991645813, 0.39043042063713074, -0.34408968687057495, 0.14818041026592255, -0.4553512632846832, -0.34630101919174194, 0.78473961353302, 0.05819069594144821, -0.6041539907455444]"
3045,"[0.6575154066085815, 0.22700701653957367, -0.8921090960502625, -0.14333166182041168, 0.2576887011528015, 0.14214320480823517, -0.139704629778862, 0.8678677678108215, -0.13960424065589905, -0.7084267139434814]"
3055,"[0.2885538935661316, 0.6072761416435242, -0.2678212821483612, 0.8563230633735657, 0.1211840882897377, -0.5778292417526245, -0.11427787691354752, 0.4009826183319092, 0.5371828675270081, -0.8694701790809631]"
3065,"[0.2028549462556839, 0.36035463213920593, 0.06298307329416275, -0.008534236811101437, 0.2301022857427597, -0.6713754534721375, -0.3384664058685303, 0.3664133548736572, -0.2729127109050751, -0.6334530711174011]"
3075,"[-0.017538243904709816, 1.122778058052063, 0.155032679438591, 0.05445079505443573, -0.07789745181798935, -0.03247513622045517, -0.18550100922584534, 0.5359901189804077, 0.6528778672218323, -1.2287979125976562]"
3085,"[0.78792804479599, 1.102763295173645, -0.11465902626514435, 0.41424494981765747, -0.3705834448337555, -0.775231659412384, -0.5878604054450989, -0.20420531928539276, 0.10459091514348984, -0.5671164393424988]"
3095,"[0.19816069304943085, 0.9115383625030518, 0.43618276715278625, 0.01792082190513611, 0.2024448961019516, -0.20386382937431335, -0.46315616369247437, 1.092865228652954, 0.04093305394053459, -0.5952150821685791]"
3105,"[0.5067405700683594, 0.21277032792568207, -0.45324942469596863, -0.3548940122127533, 0.3742230236530304, -0.2378281205892563, -0.09464573115110397, 0.8658581376075745, -0.12358745187520981, -0.7526223659515381]"
3115,"[0.5998278260231018, -0.08535793423652649, -1.016821265220642, -0.05242021754384041, 0.2628384232521057, 0.00031575054163113236, -0.119108185172081, 0.8311700820922852, -0.3207302987575531, -0.7610871195793152]"
3125,"[0.6740522980690002, 0.6694048643112183, 0.4548008441925049, 0.09447712451219559, -0.10410730540752411, 0.24082785844802856, -0.05926332622766495, 0.5479099750518799, 0.7049582004547119, -1.2250957489013672]"
3135,"[0.035193439573049545, 0.847826361656189, -0.5277230143547058, -0.18588893115520477, 0.1871860772371292, -0.25719398260116577, -0.6302825808525085, 1.1816898584365845, 0.13155606389045715, -0.3575911521911621]"
3145,"[0.2684963345527649, 0.23448428511619568, -0.19825974106788635, 0.19608300924301147, -0.014729195274412632, -0.1489824503660202, -0.514888346195221, 0.5901252031326294, 0.28589126467704773, -0.8992034792900085]"
3155,"[0.6714675426483154, -0.1127927228808403, -0.14000631868839264, -0.5709912180900574, 0.5904863476753235, -0.18445400893688202, -0.05310553312301636, 0.8628954291343689, 0.20242366194725037, -0.46296432614326477]"
3165,"[0.9842753410339355, -0.6745315194129944, 1.2966573238372803, 0.5489611029624939, -0.7723724842071533, -0.15686731040477753, -0.2253052294254303, 0.6240360736846924, 0.3775653541088104, -1.0011125802993774]"
3175,"[0.6142276525497437, 0.6248634457588196, 0.21987392008304596, -0.37554752826690674, 0.30144789814949036, -0.10184148699045181, -0.16164244711399078, 0.5811027884483337, -0.11725588887929916, -0.8241718411445618]"
3185,"[0.3059350848197937, 0.18430961668491364, -0.4574539363384247, 0.08606935292482376, 0.33830177783966064, -0.5522792935371399, 0.1898782104253769, 0.8958712220191956, 0.2957177758216858, -0.6539784669876099]"
3205,"[0.7527901530265808, 0.43592017889022827, 0.6752009987831116, -0.7271819114685059, -0.9088575839996338, -0.37090998888015747, -0.8853227496147156, -0.3890261650085449, 0.6145915389060974, -0.42107146978378296]"
3215,"[1.3873047828674316, 0.5791032910346985, -1.0292285680770874, 0.0645398274064064, 1.6154206991195679, -0.1376677006483078, -1.1184086799621582, -0.326541006565094, 0.4478890895843506, -0.30759838223457336]"
3225,"[1.4636796712875366, -0.3872116804122925, -0.26553410291671753, -0.686007022857666, -0.17483177781105042, -0.06781132519245148, -0.5086060762405396, 0.46858376264572144, -1.3109019994735718, -0.04562355950474739]"
3235,"[0.7577080130577087, 0.621766984462738, -1.4642109870910645, -0.4815852642059326, 0.26700448989868164, -0.09713520109653473, -0.942699134349823, 0.23277758061885834, -0.4315558075904846, -0.3170718550682068]"
3245,"[-1.0459771156311035, -0.8719351887702942, 0.1722051501274109, 0.17912869155406952, 0.2633384168148041, -0.8962709307670593, -0.34346798062324524, 0.7425428032875061, 1.0790613889694214, -1.9453740119934082]"
3255,"[0.3124350905418396, 0.16418007016181946, 0.003107992932200432, -0.40497687458992004, 0.26112687587738037, -0.20577126741409302, -0.01744382455945015, 0.844598650932312, -0.04309648275375366, -0.8410750031471252]"
3265,"[0.8050885200500488, 0.7445801496505737, 0.3718820810317993, -0.09056548774242401, 0.43261557817459106, -0.4750407338142395, -0.27696675062179565, 0.1560317575931549, 0.42229196429252625, -0.8893837928771973]"
3275,"[0.7726646661758423, 0.44545093178749084, 0.2678355872631073, -0.6309641003608704, 0.5251723527908325, -0.5917615294456482, 0.19742198288440704, -0.11332559585571289, 1.0312221050262451, -0.8431035280227661]"
3285,"[0.7458766102790833, -0.015213162638247013, -0.5995060801506042, -0.525651216506958, 0.4356091618537903, -0.15682202577590942, -0.6672565340995789, 0.2360438108444214, 0.4980798363685608, -0.36442261934280396]"
3295,"[0.599872887134552, 0.8978388905525208, 0.40573760867118835, 0.39727210998535156, -0.13437914848327637, -0.37952136993408203, -0.5471034646034241, -0.20741112530231476, -0.02086130902171135, -0.9312089085578918]"
3305,"[0.34480708837509155, 0.37840110063552856, 0.08557762950658798, -0.05810806527733803, 0.16628119349479675, -0.4048321843147278, -0.3788692355155945, 0.5506375432014465, -0.03233741968870163, -0.7958934903144836]"
3315,"[0.12009833753108978, 0.14774054288864136, 0.08062732964754105, -0.13078497350215912, 0.15848809480667114, -0.2554989159107208, -0.17495466768741608, 0.29906362295150757, 0.006825461983680725, -0.3905734717845917]"
3325,"[-0.08542599529027939, -0.1450098305940628, 0.09474650025367737, -0.5793625712394714, 0.24299457669258118, 0.2296908050775528, -0.1980757862329483, 0.48378899693489075, 0.07711601257324219, -0.7784819006919861]"
3335,"[-0.7987884879112244, 2.215648889541626, -0.5716304183006287, -0.5126570463180542, -0.9095544815063477, -0.3972766101360321, 0.1445271223783493, 0.08264166861772537, 1.5057616233825684, -0.5900715589523315]"
3345,"[0.014523007906973362, 0.8918681740760803, 0.7470560073852539, -0.47005951404571533, 0.1634766161441803, 0.24943844974040985, -0.5491347312927246, 0.19959896802902222, -0.047149788588285446, -0.8799677491188049]"
3355,"[0.47749942541122437, 0.45596083998680115, -0.6464885473251343, -0.3680988848209381, 0.049693722277879715, 0.07286472618579865, -0.4546031653881073, 0.31793758273124695, 0.5701307654380798, -0.7079640626907349]"
3365,"[0.3963216543197632, 0.7954408526420593, 0.40368908643722534, -0.18664611876010895, -0.10527961701154709, -0.2818562388420105, -0.7712593078613281, 1.132769227027893, 0.3453822135925293, -0.3310316205024719]"
3375,"[0.6757832765579224, 0.18522903323173523, 1.3978112936019897, 0.48032698035240173, -0.8576253056526184, -0.5528042912483215, -0.0994744822382927, 0.7196063995361328, 0.14374975860118866, -0.8538577556610107]"
3385,"[0.71900874376297, 0.37214991450309753, -0.2894915044307709, -0.45786798000335693, -0.5155575275421143, -0.00330207752995193, 0.3716374337673187, 0.9046777486801147, -0.12279512733221054, -0.5555703639984131]"
3395,"[0.7294780611991882, 0.23022113740444183, 0.09872091561555862, -0.2852742075920105, -0.22066615521907806, 0.3466985821723938, -1.1784756183624268, 0.3986751139163971, -0.5240839123725891, -0.530372142791748]"
3405,"[0.3746781647205353, 0.4325122535228729, 0.14820995926856995, 0.0686357244849205, -0.22235295176506042, -0.03479113057255745, -0.5435713529586792, 1.0868290662765503, -0.2156415730714798, -0.8027539849281311]"
3415,"[-0.005700942128896713, 0.733534574508667, -0.14002858102321625, 1.2359905242919922, -0.5439034104347229, 0.5445120334625244, -1.0230164527893066, 1.1814334392547607, 0.8386093974113464, -1.2040468454360962]"
3425,"[0.0483534149825573, 0.49806487560272217, -0.7787243127822876, 0.0026412757579237223, 0.8357309699058533, 0.6166067123413086, -0.32247674465179443, 0.4656548500061035, -0.19465216994285583, -1.3616081476211548]"
3435,"[0.16015291213989258, 0.6700727939605713, 0.5385698080062866, 0.10418495535850525, 0.026852665469050407, -0.5587098002433777, -0.5398685336112976, 0.47797638177871704, -0.21403546631336212, -1.0235518217086792]"
3445,"[-0.29274290800094604, 0.48390328884124756, 0.1957170069217682, -0.4203798174858093, -0.16147615015506744, 0.01723109930753708, -0.32594192028045654, 0.4470454454421997, 0.8285340666770935, -1.0277915000915527]"
3465,"[0.9404977560043335, 0.8166309595108032, -0.7443256378173828, -0.12846268713474274, -0.5176712870597839, 0.09574965387582779, -0.015798818320035934, 1.175827980041504, 0.11442828178405762, -0.2253427952528]"
3475,"[0.2606240510940552, 0.26944655179977417, 0.08997560292482376, 0.21315160393714905, 0.22746501863002777, -0.058663252741098404, -0.9075062274932861, 0.759287416934967, -0.2553364932537079, -0.8718025088310242]"
3485,"[-0.0029801770579069853, 0.06792502105236053, -0.04555411636829376, -0.10299406200647354, 0.264719158411026, -0.2117627114057541, -0.1250249147415161, 0.3409990668296814, -0.23376408219337463, -0.19470559060573578]"
3495,"[0.3729252517223358, 2.1921839714050293, -0.05575089529156685, 0.4459516108036041, -0.7665691375732422, -0.7939555048942566, 0.6822255253791809, 0.6997891664505005, 0.10723379999399185, -0.4193250834941864]"
3505,"[0.029829850420355797, 0.14275728166103363, -0.20238612592220306, -0.3550207018852234, 0.17001429200172424, -0.5038503408432007, -0.42209818959236145, 0.6856082677841187, 0.13406772911548615, -0.8221633434295654]"
3515,"[0.12807846069335938, -0.00027351040625944734, -0.3594696521759033, 0.13295793533325195, 0.2697744071483612, -0.49928954243659973, -0.7586310505867004, 0.11579582095146179, 0.020548706874251366, -0.8495276570320129]"
3525,"[0.16211996972560883, 0.38682639598846436, -0.39049890637397766, -0.6432861685752869, -0.5953415632247925, -0.5611274242401123, -0.3497716784477234, 0.15134066343307495, -0.5955567359924316, -0.6786767840385437]"
3535,"[0.40464577078819275, 0.7142413258552551, -0.6025424599647522, -0.0706675574183464, 0.2463230937719345, -0.6578295230865479, -0.5628481507301331, -0.5525369644165039, 0.005365101620554924, -0.8041663765907288]"
3545,"[0.13096307218074799, 1.0766825675964355, 0.4188230037689209, 0.05870422348380089, 0.18235841393470764, 0.22307637333869934, -0.36373016238212585, 0.7690218091011047, 0.3016932010650635, -0.9601538181304932]"
3555,"[0.19609668850898743, -0.124718576669693, 0.22086475789546967, -0.523992121219635, -0.0015271076699718833, -0.5968464612960815, -0.4170997738838196, 0.5285841822624207, 0.050740525126457214, -0.5953526496887207]"
3565,"[0.17881551384925842, -0.5276413559913635, -0.058185022324323654, -0.33015361428260803, 0.42124083638191223, -0.17263439297676086, -0.07940492779016495, 0.5362117886543274, 0.11292818933725357, -0.9317734241485596]"
3575,"[0.4382188618183136, 0.6480696797370911, -0.11889708042144775, -0.0820789709687233, -0.446407288312912, 0.17091606557369232, -0.8843167424201965, 0.19224968552589417, -0.27109813690185547, -1.0286247730255127]"
3585,"[-0.6129475831985474, 0.3561105728149414, 0.9254565834999084, -0.17970383167266846, -0.09742864966392517, -0.6111566424369812, 0.049752127379179, 1.241437554359436, -0.38447362184524536, -0.5944402813911438]"
3595,"[0.01556491944938898, -0.19561079144477844, -0.5779553055763245, 0.5755634307861328, 0.958114743232727, -0.1937459111213684, -0.8600863218307495, 0.3274061381816864, 0.40288662910461426, -0.32548439502716064]"
3605,"[0.4532550573348999, 0.2870071828365326, 0.9307675957679749, -0.022195640951395035, -0.08187352865934372, -0.054003383964300156, -1.1802282333374023, 0.6349740028381348, -0.14819557964801788, -0.21719031035900116]"
3615,"[0.3544689118862152, -0.19714365899562836, 0.5186471343040466, -0.3660374879837036, 0.2820899188518524, -0.23389838635921478, -0.8957032561302185, 0.5085786581039429, -0.2979489266872406, -0.43666890263557434]"
3625,"[-0.14510026574134827, 0.4211733937263489, 0.3393458127975464, -0.5530632734298706, 0.061856459826231, -0.8276348114013672, -1.0005508661270142, -1.155781626701355, -0.21757590770721436, -1.3834278583526611]"
3635,"[0.028282787650823593, 0.4827499985694885, 0.011793526820838451, -0.5285672545433044, -0.31317147612571716, -0.7742103338241577, 0.054731450974941254, 0.5291664004325867, 0.06175091490149498, -0.7129520773887634]"
3645,"[0.7086126208305359, 1.6227861642837524, -0.4692370891571045, 0.5484117865562439, 0.24294769763946533, 1.0343225002288818, 1.1653876304626465, 0.33993765711784363, 0.3784404397010803, -2.218080520629883]"
3655,"[-0.5945629477500916, 0.5751074552536011, 0.06168065592646599, 0.16956211626529694, 0.18540307879447937, -1.0105692148208618, -0.440603107213974, 0.03340134397149086, 0.8158610463142395, -1.046328067779541]"
3665,"[0.5286233425140381, 0.39403969049453735, -0.5699687600135803, -0.1811056286096573, -1.3694723844528198, -0.2015605866909027, 0.3177662789821625, 0.42495089769363403, 0.37328362464904785, -0.613941490650177]"
