userId,movieId
314,7 11 17 26 50 62 110 150 252 260 273 314 318 356 357 364 376 497 524 527 536 539 587 589 647 708 728 733 924 1265 1391
315,154 599 902 909 1035 1084 1207 1247 1251 1262 1276 1947 2067
316,45 342 344 2571 2858 5679 6874 7361
317,6 16 32 47 50 110 111 223 260 292 293 296 318 356 431 589 593 608 750 778 858 904 1089 1200 1208 1213 1219 1247 1258 1466 1617 1704 1784 1884 2028 2324 2329 2502 2542 2571 2858 2959 3147 3160 3949 4011 4022 4034 4239 4262 4306 4776 4973 5010 5630 5989 6281 6870 6874 7147 7156 7361 7445 8665 8798 27773 30707 30812 40819 44555 48516 51540 55276 55290 55820 57669 58559 58998 63082 64839 68157 68237 72011 73023 74458 74545 79132 80463 80489 80906 81591 82459 82667 86833 88129 90439 90600 91077 91529 91630 91658 94864 96829 98961 104841 104879 105504 110387 115149 133115
318,6 32 47 72 97 123 159 223 288 296 300 318 337 356 357 362 364 441 442 480 527 535 593 608 671 674 714 750 778 780 904 922 1024 1032 1036 1060 1080 1089 1090 1111 1147 1193 1194 1203 1208 1210 1222 1230 1245 1260 1265 1273 1274 1279 1281 1282 1361 1385 1419 1466 1483 1527 1552 1580 1584 1639 1653 1673 1682 1732 1748 1845 1884 2018 2076 2105 2161 2291 2324 2360 2427 2495 2502 2528 2529 2542 2580 2671 2700 2997 3000 3006 3007 3038 3052 3147 3159 3168 3174 3224 3246 3283 3412 3476 3504 3521 3569 3653 3683 3728 3819 3845 3897 3943 3950 3967 3992 3994 4011 4014 4027 4226 4239 4256 4300 4349 4519 4612 4641 4708 4776 4848 4873 4967 4973 4993 5110 5120 5379 5459 5475 5508 5617 5618 5673 5791 5838 5902 5903 5956 5971 5989 6016 6025 6241 6368 6711 6787 6807 6867 6870 6953 7071 7147 7206 7209 7238 7361 7396 7459 7932 7981 8190 8484 8724 8748 8873 8966 8983 26003 26048 26059 26073 26158 26225 26340 26713 26928 27176 27186 27328 27904 30793 30810 31410 31545 32511 32554 32657 32917 33004 33166 33794 37741 39292 40148 40278 40955 41863 41997 42176 43869 44195 44199 44555 44665 44931 45728 46578 46976 48001 48385 48774 49347 49917 51255 51540 53460 53574 53883 53894 54185 54256 54272 54286 54354 54881 55247 55269 55442 55721 55765 55820 56174 56367 56607 57368 58376 58425 58559 59387 60069 60408 60684 60756 61024 61132 61323 61394 62208 62849 63072 63876 64034 64614 65126 65225 65631 66744 67508 67734 67997 68073 68157 68159 68237 68954 69529 69644 69757 69784 70533 71057 71131 71156 71211 71282 71453 71464 71535 71745 71838 71899 72011 72171 72226 72356 72714 72720 73266 73323 74226 74458 74545 74791 74795 76054 76093 76251 77191 77455 77800 78836 79073 79132 79134 79357 79428 79702 80478 80906 81018 81191 81229 81564 81834 81845 81910 82459 83803 83976 84273 84716 84944 84954 85213 85342 85414 85510 85736 86237 86290 86377 86922 87222 87660 88125 88810 89470 89753 90245 90647 90746 90769 90866 91128 91784 91860 91976 92422 92475 93510 94150 94677 94735 94864 94953 95873 96020 96084 97168 97304 97306 97752 97860 97904 97938 98809 99114 100044 100277 100553 101741 102742 103341 105250 105254 106487 106918 108729 109374 109487 114678 115569 116799 116897 117364 117531 117533 117545 117849 118880 120478 122906 124853 127114 127180 127204 127298 128900 128902 128991 133802 134214 134796 134853 134881 135143 137337 138966 140162 140816 143525 143859 143896 144478 147002 148424 148626 150696 158238 158972 159976 162578 165969 166528 168492 171011 171495 173197 173317 176371 177593 179135 184245 188833
319,110 293 318 356 364 527 588 595 858 912 1221 1907 2571 2687 2959 6942 7293 58559 60069 69844 79132 81845 106696 106920 109487 112552 115617 136864 139385 152081
320,2058 3534 4387 5785 31184 59315 68358 71535 72998
321,2 24 141 150 153 160 186 225 252 256 292 316 317 350 356 364 367 380 454 480 500 592 593 736 780 802
322,10 11 47 50 150 296 318 608 750 912 953 1080 1136 1203 1265 1517 1625 1923 2268 2324 2353 2542 2571 2692 2762 2858 2959 3578 4973 5669 6787 6874 7361 30749 44555 46578 46723 47629 56367
323,2 50 161 253 260 296 318 364 475 497 527 551 562 588 1094 1188 1196 1396 111659 112183 112852 115569 116797 117176
324,608 858 3864 3893 3897 3910 3915 3943 3948 3972
325,6 29 30 32 58 80 111 183 190 194 230 233 235 262 296 300 318 347 514 522 541 555 593 599 799 800 858 904 919 921 924 969 1028 1036 1090 1127 1179 1196 1199 1207 1211 1217 1219 1228 1234 1238 1248 1253 1260 1264 1270 1279 1280 1298 1303 1321 1333 1342 1358 1387 1391 1517 1573 1584 1610 1625 1653 1676 1721 1732 1784 1805 1845 1875 1884 1948 2010 2108 2117 2150 2155 2159 2186 2194 2231 2239 2278 2289 2321 2366 2391 2425 2490 2511 2583 2596 2699 2716 2762 2848 2894 2912 2952 2968 2971 3015 3088 3108 3129 3158 3160 3163 3175 3176 3200 3221 3328 3363 3412 3424 3435 3461 3550 3728 3733 3742 3770 3918 3994 4034 4117 4226 4239 4263 4380 4464 4500 4523 4717 4848 4956 4993 5004 5008 5060 5072 5075 5266 5291 5349 5418 5444 5445 5544 5646 5881 5980
326,47 110 165 293 296 318 356 527 593 1193 1246 1299 1619 2020 2324 2329 2692 2959 3147 3285 3450 3556 3578 3949 4148 4235 4967 4973 4993 4995 5418 5446 5577 5608 5952 5995 6016 6591 6867 6874 6953 7153 7160 7256 7361 8665 8873 8958 8973 27803 30749 31410 32460 33166 33660 36517 36529 40414 40819 41997 43396 44555 46723 48516 48738 48774 49530 50068 54286 55247 55721 55820 57669 58303 58554 62644 63082 63876 64620 67255 68157 70451 71033 71462 72605 73344 74458 79132 80906 81562 84240 85342 86504 86781 88129 92259 96829 99114 102194 105504 105844 116797 116897 117466 133771 134130 139385 142448 142488
327,50 104 150 231 318 356 953 1125 1148 1193 1213 1221 1288 1304 1923 2329 2706 3481 3515 3616 3617 3785 3897 4015 4226 4388 4718 6888 8641 44972 48516
328,1 34 47 50 260 296 318 527 594 596 608 616 750 858 914 924 953 1028 1033 1035 1064 1073 1080 1089 1097 1136 1193 1196 1197 1198 1200 1203 1206 1208 1210 1213 1219 1220 1221 1225 1258 1262 1270 1278 1282 1291 1333 1374 1387 1391 2115 2174 2398 2420 2542 2640 2641 2761 2788 2791 2959 3114 3499 3671 4011 4027 4306 4896 4973 5060 5299 5349 5418 5816 5952 6807 6936 7153 7438 8368 8961 35836 49272 51255 54286 55820 68157 68358 68954 69844 78499 81834 88125 111759 148626 166643
329,778 1193 1237 1258 1292 1884 1958 4789 130482 136850
330,1 25 32 50 58 141 208 223 231 253 260 288 296 300 316 318 350 353 356 370 497 551 553 555 562 590 592 593 597 608 750 778 858 919 1028 1035 1073 1080 1097 1136 1193 1196 1197 1200 1206 1207 1210 1214 1222 1225 1246 1258 1259 1265 1266 1270 1278 1288 1299 1358 1387 1391 1394 1517 1527 1580 1639 1673 1676 1732 1784 1923 1961 1968 2174 2291 2324 2329 2502 2657 2700 2710 2712 2716 2739 2762 2788 2791 2797 2858 2871 2916 2918 2959 2987 2997 3052 3147 3471 3578 3793 3948 3949 3996 4011 4022 4034 4226 4306 4878 4886 4896 4902 5013 5294 5378 5952 5989 6104 6333 6377 6460 6874 7153 7387 7438 8874 8961 26528 48516 48738 58559 60069 61240 64614 68157 70286 71535 79132 79702
331,50 293 296 318 593 608 858 1136 1213 1676 2712 2959 3535 3578 3751 3897 3911 3969 4223 4239 4963 4973 4993 4995 5418 5502 5952 5956 6016 6377 6711 6874 6936 7143 7153 7361 8533 8784 8874 8957 8961 30749 33004 33794 34048 40819 46578 48394 48774 49272 50872 51255 52973 54286 54503 54997 55765 55820 56174 56782 57669 58559 61132 61323 68358 69757 78499 79132 88125 88129 91529 91658 94864 94959 96079 97921 99114 106489 106920 109374 112552 112556 115713 116797 122882 122904 134130 177765 183897 187593 193609
332,1 47 50 111 296 318 356 367 527 541 590 593 608 750 904 910 912 922 1079 1089 1093 1196 1200 1203 1204 1206 1208 1213 1214 1225 1234 1237 1240 1265 1270 1282 1291 1301 1303 1393 1573 1584 1617 1682 1729 1732 1923 1931 1960 1961 2019 2020 2028 2130 2396 2420 2542 2571 2617 2657 2732 2739 2762 2858 2890 2905 2917 2919 2959 3030 3037 3091 3160 3201 3420 3470 3471 3527 3703 3996 4011 4226 4306 4308 4973 4993 4995 5218 5291 5952 6539 6711 6874 6947 7063 7090 7147 7153 7766 7925 8874 8949 26131 31878 33166 33794 46578 48394 53125 55820 56782 58559 59784 60684 62250 69122 72998 73017 77561 78499 79091 79132 85414 97757
333,1193 3567 3578 3616 3624 3719
334,260 296 356 364 589 720 1136 1196 1265 1527 1610 1755 1923 2571 2762 2843 2997 3578 4027 4306 4973 6016 6377 6711 7147 7293 7361 26776 34405 37729 38038 48394 50872 69122 72226 76093
335,50 110 163 296 318 333 356 380 589 592 780 1196 1639 2571 3671 3911
336,1 6 47 50 70 110 150 163 168 186 293 296 318 356 509 527 589 593 628 858 1246 1704 1722 1784 2028 2268 2324 2329 2360 2502 2571 2762 2858 2959 3114 3147 3174 3623 3948 4886 4973 5445 7153 32587 33660 34162 36529
337,1 3 5 6 9 16 17 24 25 27 31 32 36 47 66 74 76 79 95 104 110 135 145 168 191 193 260 266 277 280 318 350 376 454 494 555 628 637 648 653 667 708 711 724 733 736 737 762 778 780 786 788 802 805 832 852 1073 1210 1393
338,50 296 318 527 593 858 1203 1221 2959 6874 8784 27773 174053 177593 190209
339,1 6 16 47 111 150 308 318 319 356 364 454 457 480 527 541 593 608 648 750 760 858 904 908 924 1077 1178 1193 1198 1203 1206 1213 1214 1219 1221 1227 1230 1231 1233 1252 1258 1259 1265 1270 1272 1291 1466 1584 1594 1617 1625 1653 1674 1682 1721 1732 1748 1784 1953 1997 2019 2028 2160 2288 2318 2324 2502 2706 2712 2762 2858 2959 3006 3147 3160 3176 3409 3462 3470 3471 3535 3578 3741 3751 4007 4022 4056 4103 4223 4226 4262 4299 4306 4370 4720 4848 4874 4878 4886 4973 4975 4995 5010 5218 5445 5464 5502 5617 5618 5785 5952 5989 5995 6016 6281 6377 6502 6550 6711 6869 6887 6947 7001 7143 7153 7156 7347 7361 8340 8361 8376 8464 8529 8644 8950 8961 30812 31410 33162 34048 35836 36529 37741 39183 41285 41997 44191 44397 44555 45186 45210 45672 47099 48322 48385 48516 48780 49530 50068 51540 52319 53000 53953 54503 54997 55276 55280 55721 55765 55820 56145 56174 56782 56869 58842 60069 62511 63072 63082 63113 64034 64614 64716 64957 65216 68237 68358 69406 69481 69784 71464 72011 72641 74458 74685 75985 77177 78499 79091 79132 80139 81156 81562 81788 81845 82378 82459 84152 84954 85342 85774 86504 86882 88163 89492 89864 89904 90345 90405 91630 91658 91978 92243 92259 96829 97304 97752 97938 102407 103688 104879 105504 105844 105954 106100 106782 109374 109487 109687 111781 112290 114662 115210 115569 115969 116797 126430 127108 128360 134130 134853 139385 141749 142448 143385 148626 164909 165549 166643 166946 170705 174053 174055 176371 176751
340,10 110 150 153 161 165 253 288 292 296 316 318 329 344 349 457 480 589 590 592 595 648 780 1356
341,1 380 1036 1370 2502 2694 4025 4447 4816 5816 6537 7293 45672 47099 56174 59900 65088 74458 79134 94405 94677 109374 111617 114662 115713 117529 119145 130087 134853 135887 136020
342,223 733 1198 1270 2355 2676 2706 2881 2959 3174 3219 3298 3752 3863 5014
343,50 296 318 527 541 593 1089 1198 1203 1213 1214 1617 2329 2571 2598 2858 2959 3298 4226 4378 4878 4993 5690 5952 5971 6016 7153 7256 7981 8961 8969 34338 35836 48516 51255 52328 52952 54503 54881 55363 55820 56367
344,110 260 318 356 380 586 736 1210 1265 1270 2012 2028 2353 2571 2628 2701 2712 2858 2916 3000 3082 3147 3793 4011 4306 4973 5418 5459 5618 5989 7099 8360 34150 59315 60684 68954 81847 84152 86332 89745 91542 111362 111759 112852
345,412 779 838 898 924 926 932 969 1200 1203 1214 1244 1690 2352 2359 2539 2791 2858 2944 2971 3247 3489 3534 3801 4419 5404 5902 6658 6787 7121 7293 8261 8810 27751 38164 56949
346,17 50 111 247 293 306 357 492 750 858 903 904 912 923 1080 1131 1193 1206 1208 1212 1219 1225 1230 1237 1248 1252 1345 1348 1354 1968 1997 2131 2160 2360 2395 2467 2712 2858 3075 3083 3160 3362 3627 3741 4404 4422 4741 4878 4914 5147 5618 5679 5878 5995 6242 6530 6552 6643 6858 6874 6987 6993 7008 7013 7034 7084 7327 7371 7387 7396 7438 7748 7940 8405 8622 8638 8928 8949 8973 8981 26729 31923 32179 44555 46578 48394
347,1 10 11 19 34 39 150 231 253 317 339 356 364 377 457 480 539 587 588 595 597 648 780
348,50 111 260 296 318 527 541 590 593 608 750 858 903 912 915 1136 1196 1208 1213 1221 1250 1267 1693 1772 1955 1960 2019 2065 2324 2325 2329 2357 2366 2505 2616 2858 2959 3083 4226 4865 4958 4973 4993 5291 5669 5952 6016 6893 6953 8798 58559 79132 92259
349,10 34 105 145 161 165 296 337 344 349 356 357 364 367 377 527 588 589 590 593 597
350,1 32 260 494 671 748 785 786 1210 1356 1393
351,12 47 296 356 480 593 778 1073 1704 1721 1735 2231 2571 2762 2959 3252 3949 3986 4023 4226 4239 4865 4963 4993 4995 5106 5464 5608 5952 5956 5989 6016 6214 6223 6539 7153 7254 8533 8950 40412 48516 48780 51662 55052 55118 55820 57843 59369 60069 60950 67255 71579 73344 79132 80463 81562 81591 81788 84392 86781 88129 88163 88932 89492 89774 90353 91658 92048
352,47 50 260 296 318 329 356 527 541 590 593 924 1080 1089 1196 1198 1200 1214 1222 1258 1466 1552 1590 1608 1619 1625 1690 1721 1729 1732 1779 1994 1997 2028 2231 2232 2278 2288 2297 2324 2329 2340 2393 2542 2571 2600 2706 2712 2762 2858 2908 2959 2966 3052 3083 3113 3147 3355 3408 3409 3471 3535 3555 3578 3755 3863 3967 4011 4014 4034 4226 4993 5952 5995 6502 6539 6870 7153 30707 33493 34048 37729 40732 40815 44191 45081 47610 48516 49530 51086 51540 51662 52328 53000 53125 53322 53953 54001 55282 55908 56145 56587 57368 60069 62374 63072 64614 68157 68954 69844 69951 71057 71530 71535 72011 72998 74458 74789 79091 79132 79293 81562 81834 83134 86880 87306 88125 90746 90866 91500 91529 91658 93840 94864 94959 96079 97304 97752 97938 98809 99007 99114 101864 102194 102445 103228 103249 103688 104211 104841 104879 105504 106002 106782 107406 109487 111759 112552 112556 114180 114935 115149 115210 115617 115713 116823 118696 119145 128360 134130 135133 135143 135569 139385 152077 166528
353,1 2 6 11 19 22 25 32 34 47 70 112 144 161 165 180 185 186 223 231 237 246 280 292 293 296 318 319 328 333 344 349 364 431 454 457 553 555 590 592 593 595
354,32 47 50 70 111 150 165 260 296 318 356 357 377 380 480 509 527 531 589 592 593 648 733 858 903 1035 1036 1089 1093 1097 1101 1196 1201 1204 1210 1214 1219 1225 1233 1240 1265 1270 1333 1380 1407 1527 1569 1573 1584 1639 1676 1682 1704 1721 1732 1748 1923 1954 1961 1968 1997 2003 2161 2278 2321 2324 2329 2424 2502 2541 2571 2572 2692 2706 2716 2763 2858 2947 2959 2985 2987 3176 3275 3527 3793 3949 3996 4239 4262 4306 4344 4776 4878 4973 4995 5349 5418 5669 5679 5903 5956 5989 6874 6979 7147 7361 7438 8464 8529 8665 8957 8961 30707 30812 33166 33493 34319 45186 45720 48516 49272 52722 52973 53519 53996
355,316 900 901 910 915 916 933 1198 1580 1721 2094 2628 2916 2951 3175 3269 3548
356,62 141 180 208 266 316 318 337 356 441 457 500 529 541 543 553 720 733 745 778 902 912 916 1031 1080 1089 1136 1148 1197 1198 1206 1208 1220 1222 1223 1234 1235 1246 1247 1257 1265 1270 1291 1307 1370 1441 1466 1479 1500 1527 1573 1610 1639 1641 1653 1704 1732 1734 1747 1777 1784 1884 2005 2011 2012 2028 2146 2248 2291 2359 2542 2571 2572 2580 2596 2657 2692 2716 2717 2762 2797 2804 2858 2918 2959 2968 2997 3052 3088 3147 3160 3186 3210 3253 3362 3363 3421 3429 3435 3448 3477 3481 3552 3578 3753 3809 3831 3852 3897 3949 3994 4011 4027 4034 4226 4349 4361 4642 4878 4973 4979 5103 5225 5577 5617 5618 5650 5666 5792 5902 5992 6003 6365 6370 6378 6708 6934 7122 7137 7323 7352 7361 7419 8366 8644 8665 8784 8796 8874 8910 8949 30810 31878 33794 35836 36535 37384 38061 38886 40819 40955 44195 44889 45175 46578 46976 48342 48516 48744 48774 49272 51255 54503 55118 55269 55280 56715 56788 56921 57669 58559 59141 60293 61024 61323 62434 63082 63131 64969
357,1 17 34 39 50 110 246 253 260 262 277 296 318 357 441 474 480 508 524 527 551 553 586 588 593 594 595 596 597 608 628 671 780 858 898 899 914 918 919 920 926 953 1022 1028 1029 1035 1042 1059 1060 1080 1084 1101 1104 1136 1196 1197 1198 1206 1207 1210 1213 1219 1221 1225 1235 1242 1246 1247 1257 1258 1259 1265 1267 1269 1270 1271 1276 1285 1287 1307 1345 1350 1361 1380 1387 1393 1394 1416 1449 1593 1704 1721 1895 1923 1947 1949 1956 1958 1961 1968 1997 2005 2011 2012 2020 2028 2064 2067 2081 2115 2137 2144 2160 2174 2248 2291 2324 2329 2398 2502 2581 2599 2686 2700 2710 2716 2739 2762 2797 2804 2863 2918 2959 3095 3100 3114 3147 3270 3549 3556 3578 3897 3911 4022 4027 4231 4246 4306 4361 4370 4447 4700 4720 4848 4857 4878 4886 4963 4995 5299 5445 5464 5816 5903 5989 5991 6296 6331 6377 6380 6502 6593 6612 6942 7078 7254 7361 7444 7451 7669 8011 8368 8464 8580 8784 8827 8950 8961 8998 26084 26133 26471 26528 27329 31658 33154 33794 37741 38304 40629 40815 46578 46976 47999 48516 48780 49530 51540 52973 53024 54001 54997 55290 55363 56174 56339 56367 56805 58559 65188 66097 69844 72011 72998 73854 74282 74458 78499 79008 79132 80463 80489 80549 81562 81834 88125 88163 91500 91529 93040 96563
358,902 1721 2396 2572 3081 4308 5066 7255 7293 7361 8533 36525 42728 47610 49130 52328 55052 56715 60069 66203 69757 70599 71579 88163
359,1 58 296 480 527 587 590 593 1073 1097 1172 1225 1246 1277 1704 1721 1960 1961 2324 2739 2858 4034 4306 4995 6377 8533 44555 52604
360,1407 1488 1584 1608 1616 1617 1620 1625 1687 1711 1721 1747 1754
361,2700 2706 3082 3513 3617 3753 3916 4718 4963 5418 5459 6188 6378 7458 8972 31685 32019 33794 44022 45447 46972 47099 49272 49278 52973 53125 56775
362,6 16 31 47 70 110 111 260 293 296 318 356 367 407 431 589 592 593 608 858 924 1089 1193 1196 1201 1206 1208 1209 1212 1213 1221 1222 1252 1258 1263 1266 1287 1591 1617 1625 1645 1682 1732 1945 2023 2176 2194 2288 2291 2329 2571 2628 2959 3147 3578 4148 4262 4306 4993 5349 5630 5784 5952 6365 6377 6539 6870 6874 6934 6987 7153 7438 8360 8961 31696 33794 37729 40819 44665 48516 48780 51540 56145 56782 60684 64614 68157 79132 82667 90345 91529 98809 103688 104879 115569 161127
363,50 141 296 318 1198 1246 1517 1641 1704 1732 122918 168250 168252
364,1 95 141 260 376 494 628 733 736 780 786 805 832 858 1073 1356
365,318 356 1196 1259 1704 1968 2144 2572 3147 4022 4886 4995 5989 6155 7451 8874 33004 44004 51255 61024 62434 72998 76077 79592 80549 83349 84772 85401 86293 89864 93510 95441 95720 100507 102123 102686 104241 111113 111617 111743 112138 115149 115210 119141 135536 135861 142422 156609 158872 159093
366,110 589 1036 1089 2028 2959 3578 3949 4993 6539 6874 7153 7438 8368 8961 33794 48516 58559 68157 79132 91529 109487 116797
367,1 39 150 260 304 318 356 440 486 500 513 587 593 858 898 899 910 912 915 919 923 926 928 934 953 1028 1097 1196 1198 1207 1219 1221 1246 1257 1258 1259 1265 1270 1287 1302 1304 1387 1565 1569 1580 1704 1777 1784 1954 1968 2018 2078 2080 2144 2194 2248 2355 2396 2398 2407 2430 2671 2716 2762 2797 2804 2915 2918 3061 3072 3088 3114 3157 3175 3189 3296 3341 3360 3398 3435 3453 3466 3471 3484 3507 3510 3512 3548 3565 3591 3594 3615 3616 3623 3624 3646 3751 3755 3784 3793 3797 3798 3809 3825 3882 3912 3916 3969 3978 3987 3994 4019 4023 4025 4069 4078 4142 4155 4265 4270 4306 4308 4310 4321 4447 4489 4535 4571 4638 4700
368,6 16 47 50 110 161 260 266 292 293 296 349 356 454 480 481 482 527 593 608 678 858 920 1036 1089 1090 1101 1127 1193 1197 1198 1200 1201 1208 1210 1213 1214 1221 1222 1233 1240 1242 1252 1259 1262 1263 1358 1387 1610 1615 1617 1625 1954 1957 1960 1965 2013 2028 2112 2231 2268 2366 2571 2762 2791 2858 2944 3062 3066 3147 3148 3160 3285 3298 3513 3755 3836 3846 3871 4002 5060
369,19 370 520 778 1093 1125 1196 1256 1298 1372 1500 1625 1682 1732 1884 2359 2427 2571 2692 2788 2959 3033 3174 3535 3868 4011 4226 4878 4888 5902 7361 8641 8665 27904 30793 48385 52973 54503 59126
370,50 223 296 380 589 592 593 778 1080 1198 1240 1285 1288 1291 1639 1777 1968 2115 2329 2502 2571 2618 2762 2959 2997 3481 4011 4306 4878 4973 4993 5618 5952 6539 6874 7090 7153 7361 8636 8961 8983 32587 38061 44191 44195
371,48 592 661 741 924 1199 1206 1258 1274 1676 1748 1884 2297 2395 2571 2810 2987 3000 3793 3809 3863 4090 4226 4247 4993 6283 6365 6711 6934 7153 7361 26662 31696 55167 56715 81834 110127 112512
372,6 11 14 16 25 32 34 41 47 50 52 110 141 161 165 198 223 229 249 260 281 293 296 300 316 318 322 335 357 364 377 380 440 457 474 497 515 527 529 541 553 555 588 589 593 595 608 628 733 736 799 838 858 892 904 931 953 1036 1041 1060 1079 1089 1090 1097 1127 1131 1132 1172 1183 1196 1197 1198 1200 1201 1203 1204 1208 1210 1213 1214 1215 1221 1224 1242 1249 1258 1259 1261 1265 1270 1291 1297 1307 1344 1356 1357 1366 1370 1378 1387 1390 1401 1408 1411 1584 1589 1610
373,6 16 25 32 34 47 50 110 111 141 198 230 235 249 253 265 266 273 280 282 296 305 318 337 356 364 431 471 475 480 508 509 527 551 590 593 594 596 616 648
374,110 153 161 231 296 318 344 356 380 480 780 1215 1258 1333 1345 1350 1356
375,32 318 344 356 1027 1196 1411 1610 1801 1805 1923 2002 2046 2431 2762 2805 3256 3578 3996 4226 48385
376,10 32 150 161 185 236 260 292 339 349 376 410 454 457 480 527 539 541 587 589 648 733 745 750 780 858 912 913 1101 1148 1196 1197 1198 1210 1214 1221 1223 1234 1240 1249 1252 1258 1262 1265 1270 1291 1307 1356 1387 1396 1479 1580 1584 1610 2011 2012 2115 2278 2427 2628 2716 2762 2763 2797 2916 2987 3089 3256 3527 3977 4226 4306 4896 4973 4993 4995 5010 5378 5418 5445 5989 7153 7254 8665 33794 34405 38038 48516 49272 54286 59369 60069 67295 79132 84392 91535 96079 97304 98154 98961
377,32 34 150 272 410 585 680 849 909 924 926 1019 1032 1172 1200 1203 1208 1214 1215 1225 1244 1251 1262 1269 1274 1371 1503 1517 1942 2105 2117 2124 2311 2384 2455 2683 2791 2792 2826 2858 3070 3153 3363 3364 3421 3648 3701 3726 4079 4195 4294 4434 4713 4792 4942 5049 5288 5468 5919 6021 6270 6303 6656 6787 7063 7304 7379 7706 7756 7834 8138 8641 25771 30812 32139 35836 42556 71302 71999 72998 80748 84799 87287 89745
378,1 36 318 364 527 593 1193 1213 1682 2329 3114 4993 5952 6539 7153 8950 8961 33794 44191 48516 48780 58559 64716 68358 68954 69481 74458 78499 79132 91529 106782 109487 116797
379,34 110 150 161 185 292 349 356 380 454 457 480 539 589 590
380,1 2 6 10 12 18 19 32 34 44 47 50 60 70 107 110 163 165 172 173 181 223 231 260 293 296 316 317 344 353 356 364 367 370 377 380 442 457 466 480 485 500 541 551 555 586 588 589 593 594 595 596 608 609 631 648 673 720 745 750 780 799 837 858 924 953 965 968 1015 1027 1028 1029 1036 1047 1064 1073 1079 1080 1089 1097 1125 1127 1129 1136 1148 1193 1196 1198 1199 1200 1201 1207 1208 1210 1213 1214 1215 1219 1220 1221 1222 1223 1234 1240 1256 1258 1261 1265 1266 1270 1275 1276 1278 1281 1291 1320 1321 1333 1347 1348 1356 1359 1367 1370 1387 1388 1391 1485 1527 1544 1552 1566 1573 1580 1587 1589 1610 1617 1653 1665 1676 1682 1722 1732 1889 1907 1909 1920 1954 1967 1970 1982 1994 2000 2001 2003 2004 2006 2010 2011 2012 2028 2048 2076 2078 2081 2083 2094 2115 2124 2139 2140 2161 2167 2174 2193 2273 2287 2288 2294 2321 2355 2366 2394 2401 2402 2403 2409 2411 2423 2454 2455 2470 2527 2529 2571 2594 2617 2628 2640 2648 2687 2700 2701 2709 2716 2722 2746 2761 2762 2772 2788 2791 2804 2841 2871 2901 2916 2918 2921 2947 2948 2949 2951 2959 2968 2985 2987 2989 2990 2991 2997 3018 3033 3037 3052 3081 3082 3113 3114 3156 3175 3213 3246 3262 3265 3267 3272 3275 3300 3327 3363 3421 3429 3438 3452 3483 3489 3499 3508 3510 3527 3535 3551 3578 3623 3633 3635 3638 3671 3697 3698 3702 3703 3704 3740 3751 3793 3827 3868 3869 3916 3994 4002 4005 4011 4016 4022 4036 4085 4105 4226 4270 4306 4327 4343 4366 4367 4387 4444 4498 4571 4638 4679 4728 4744 4821 4855 4874 4878 4886 4887 4980 4993 5009 5010 5047 5072 5093 5152 5218 5219 5254 5299 5313 5349 5377 5388 5418 5444 5445 5459 5463 5464 5478 5506 5528 5541 5574 5618 5690 5833 5899 5903 5952 5959 5971 5989 5991 6016 6196 6218 6220 6263 6297 6323 6333 6350 6365 6373 6377 6537 6539 6541 6550 6615 6659 6664 6707 6711 6754 6755 6764 6807 6870 6874 6942 6946 6947 6957 7022 7044 7099 7143 7147 7153 7163 7225 7254 7310 7373 7376 7387 7439 7445 7482 7569 7570 7802 7845 7981 8360 8371 8636 8644 8798 8860 8861 8865 8874 8917 8950 8957 8961 8972 26585 26662 26776 26865 27311 27660 27706 27773 27788 27801 27822 27831 30707 30894 31696 31878 32456 32587 33004 33162 33437 33493 33794 33834 34072 34150 34405 34534 36529 37380 37733 37830 38038 38061 39446 40278 40723 40732 40815 40851 41716 43936 44191 44665 45081 45186 45431 45499 45722 46322 46948 47200 48142 48304 48394 48780 48982 49272 49278 49396 49651 51255 51662 51709 52281 52694 52952 53000 54001 54259 54272 54995 54997 54999 55820 56152 56156 56174 56775 57274 57368 57528 57640 57669 58559 59315 59369 59615 60040 60069 60126 60818 60979 63113 63222 63433 64231 64285 65133 65514 65682 66934 68194 68237 68319 68358 68954 69122 69481 69844 70286 72167 72356 72489 74754 74948 76251 77561 78088 78105 78469 78499 79008 79057 79132 79274 79592 79702 81229 81591 81834 82744 83134 83613 83803 84414 84601 84942 84944 86332 86644 86880 86892 87232 88125 88129 88140 88235 88699 88744 89745 90603 90746 91094 91529 91974 93563 93838 93840 94777 94864 94985 95004 95149 95441 95473 95475 95497 95510 95858 96432 96737 97306 97913 98124 98491 98809 98961 99112 99114 99813 102033 102084 102125 102445 102684 103228 104241 104419 104913 105593 105653 106072 106642 107953 108795 109374 110102 110501 111362 111759 111781 112623 112852 115149 115617 117192 119145 122882 122886 122892 122900 122904 122912 122916 122918 122920 122922 122926 134853 135143 135569 136020 137863 140359 141544 147376 147382 148671 150596 151763 152081 152173 158238 163056 164179 164909 165639 166528 166946 167746 168248 168252 168254 171763 172497 172875 173145 176371 179119 179401 182639 187595 188301
