id,features
144,"[0.6975257396697998, -1.777743935585022, 0.5218296647071838, 1.2562066316604614, 1.35599946975708, -0.928149402141571, 1.2862434387207031, 2.147266387939453, -1.5558913946151733, 1.9499984979629517]"
154,"[0.5186303853988647, -3.477276086807251, 0.2886667251586914, -0.10219179838895798, -0.2780766785144806, -1.1299246549606323, -0.35131892561912537, 2.3007636070251465, -1.965888261795044, 1.175377368927002]"
164,"[0.39008742570877075, -3.2927026748657227, 0.48314985632896423, -0.450497031211853, 1.8702565431594849, -0.5001657605171204, 1.5228313207626343, -0.3428434133529663, -1.0413835048675537, -0.6386280059814453]"
174,"[0.35658255219459534, 0.035819392651319504, 0.13294485211372375, -1.7133666276931763, 1.1846505403518677, -0.11889248341321945, -1.2097378969192505, 1.4310941696166992, -3.089798927307129, -0.06390011310577393]"
184,"[0.28170716762542725, -2.650341749191284, -0.1437358409166336, -0.042750969529151917, 1.5236659049987793, 0.6293614506721497, 0.7105839848518372, 1.3355218172073364, -0.6461876034736633, -0.2735118567943573]"
194,"[0.24998213350772858, -3.6746952533721924, 0.38100817799568176, 2.7116105556488037, 1.1038479804992676, -2.5752627849578857, 1.7835808992385864, 1.7318782806396484, 0.889706552028656, 1.2683343887329102]"
204,"[-1.1566717624664307, -1.4644761085510254, 0.0842956006526947, -1.3116123676300049, 0.7272320985794067, -0.9400385618209839, -0.21783918142318726, 2.259838104248047, -2.0077013969421387, -1.021028757095337]"
214,"[-0.004098685458302498, -3.3180878162384033, -0.4922330379486084, 0.22677268087863922, 1.852451205253601, -0.7094771862030029, 0.6616618633270264, 0.4521588981151581, -1.1642076969146729, -0.1146683469414711]"
224,"[-0.21526704728603363, -3.4252829551696777, -0.49626120924949646, -0.7845675349235535, 0.7385266423225403, -1.2935469150543213, 0.3090934753417969, 0.7462216019630432, -1.5688337087631226, 1.642190933227539]"
234,"[0.950866162776947, -2.6140551567077637, -0.47024112939834595, 0.5700140595436096, 0.7468603253364563, -0.5808753371238708, 0.13067027926445007, 0.0027653691358864307, -2.2597405910491943, 0.7130697965621948]"
254,"[-0.7248557806015015, -0.7357265949249268, 0.5699011087417603, -0.6249372959136963, 1.3669945001602173, -0.5801085829734802, -0.2217874377965927, -0.24894163012504578, -1.3325704336166382, -0.17559228837490082]"
274,"[-1.2321513891220093, -1.0895395278930664, 0.25995391607284546, -1.1632804870605469, 1.575247049331665, -0.7051464319229126, -0.4577452540397644, 0.02699892781674862, -1.6390398740768433, -0.4119606018066406]"
284,"[-1.2885286808013916, -0.445658415555954, 0.5550437569618225, -0.7685847282409668, 0.20844796299934387, -0.658562958240509, -0.864707350730896, 0.08143741637468338, -1.6296547651290894, 0.8985742330551147]"
294,"[0.030787736177444458, -0.9514413475990295, 0.732441246509552, -1.5729293823242188, 1.258309006690979, -0.6382782459259033, -0.32945024967193604, -0.3682492971420288, -0.47170326113700867, 0.6831228733062744]"
304,"[-0.7427060604095459, -1.2141942977905273, 1.0097166299819946, -1.5985958576202393, 1.6933858394622803, -1.4003345966339111, 0.43496331572532654, 1.2590209245681763, -1.6153589487075806, 0.263398677110672]"
314,"[-0.8068732619285583, -2.847275972366333, 0.08242864906787872, 0.09119105339050293, 2.3042900562286377, -1.8487530946731567, 0.7519576549530029, -0.5631259679794312, -2.114837169647217, 0.3797372877597809]"
324,"[-0.182620570063591, -2.796581745147705, -0.44274431467056274, 0.09721710532903671, 1.845296859741211, -1.3677241802215576, 0.1109410747885704, -0.4300312101840973, -1.387189269065857, 0.08230433613061905]"
334,"[0.6232923865318298, -4.122993469238281, -0.6545846462249756, 0.12711594998836517, 2.0179026126861572, -0.039708152413368225, 0.6176155805587769, 1.0337833166122437, -0.24561579525470734, 1.4143275022506714]"
344,"[-1.20053231716156, -2.043592691421509, 0.6211748719215393, -0.31762608885765076, 0.5006495714187622, 0.004015232902020216, -0.21591371297836304, 1.2922124862670898, -1.7504639625549316, 1.8854180574417114]"
354,"[-1.3517025709152222, -1.9491578340530396, -1.5987893342971802, -0.9956663250923157, 1.899363398551941, -1.966264009475708, 0.8682240843772888, 0.04883844777941704, -1.590970516204834, 0.4230930805206299]"
364,"[-1.3439213037490845, -2.3002829551696777, 0.7040824890136719, -0.5442902445793152, 1.3947111368179321, -1.5498400926589966, 0.5568728446960449, 1.2967958450317383, -1.8061772584915161, 1.135385513305664]"
374,"[1.3425676822662354, -1.5404874086380005, -0.4586612582206726, -2.2782914638519287, 1.4499647617340088, -0.8264715671539307, -1.1252461671829224, 1.9519691467285156, -1.1660221815109253, -0.8484913110733032]"
384,"[0.6094045042991638, -1.0861518383026123, 1.431643009185791, -0.5013819336891174, 0.6198607683181763, -0.1860472410917282, 0.7929063439369202, 0.8121780157089233, -0.8154230713844299, 1.62775719165802]"
414,"[-1.1491386890411377, -2.3820202350616455, 0.4039185345172882, -0.3858221173286438, 0.5264260768890381, -0.8796356320381165, 0.12589474022388458, 0.3789975941181183, -1.6065000295639038, -0.5228568315505981]"
424,"[1.2193714380264282, -1.6985799074172974, 0.7194329500198364, -0.5277391076087952, 0.1506415605545044, -0.4967327415943146, 0.42854008078575134, 0.7372156381607056, 0.34629398584365845, 1.3905818462371826]"
434,"[-0.6974057555198669, -1.7569186687469482, 0.14160434901714325, -1.0345009565353394, 1.351034164428711, -1.1253300905227661, 0.23367440700531006, 0.708260715007782, -1.673932433128357, 0.299763560295105]"
444,"[-0.6883396506309509, -2.7832558155059814, 0.9281642436981201, 0.8937516808509827, -0.26089125871658325, -1.586963176727295, -1.0107312202453613, 1.0058130025863647, -0.38357800245285034, 1.489914059638977]"
454,"[-0.2596082091331482, -2.32963228225708, 0.30841442942619324, -0.19651399552822113, 1.2429914474487305, -1.7580907344818115, 0.12495378404855728, 0.21501648426055908, -1.79491126537323, 0.9823657870292664]"
464,"[-0.049888547509908676, -3.4129419326782227, 1.0498738288879395, 1.4144389629364014, 0.7192808389663696, -1.4105294942855835, 0.29908984899520874, -0.2932562232017517, -1.1379871368408203, 1.6958513259887695]"
474,"[-0.9161309003829956, -2.531820297241211, 0.025659624487161636, -0.9556466937065125, 1.4858070611953735, -1.3269734382629395, 0.7124156951904297, 0.4243590235710144, -1.9805718660354614, 1.0822376012802124]"
484,"[-1.3863407373428345, -1.5524113178253174, -0.8047176599502563, -1.2555420398712158, 1.8512707948684692, -1.6720194816589355, -1.8292405605316162, 0.29639288783073425, 0.20430514216423035, -0.4050186276435852]"
494,"[-0.5702027678489685, -1.866172194480896, -0.10892950743436813, -0.7591790556907654, 1.2554081678390503, -1.4188706874847412, 0.03362968564033508, 1.2539352178573608, -2.3879499435424805, 0.9907779693603516]"
504,"[-0.40421125292778015, -1.7245122194290161, -0.6413272619247437, -0.160146564245224, 0.8497637510299683, -1.5630966424942017, 1.0047391653060913, 0.974420964717865, -1.2535077333450317, 0.13913486897945404]"
514,"[0.27277567982673645, -2.6953179836273193, 1.285412073135376, -0.6191829442977905, 1.6752210855484009, 0.4665295481681824, 0.6163690090179443, 0.42669597268104553, -1.3478202819824219, 2.2693932056427]"
524,"[-0.6865362524986267, -2.7916133403778076, -0.36677879095077515, -1.1120699644088745, 1.219517707824707, -1.3639863729476929, 1.0582575798034668, -0.15285632014274597, -2.0654237270355225, 0.6577693223953247]"
534,"[-1.2371602058410645, -3.788872241973877, -1.3345816135406494, 0.3215174078941345, 0.7964655756950378, -1.3353567123413086, 0.6999844908714294, 0.4124121069908142, -1.9067869186401367, 0.7906659245491028]"
544,"[-0.9293481707572937, -2.427344799041748, 0.18664191663265228, 0.8517851233482361, 1.2499672174453735, -1.7729793787002563, 1.0301077365875244, -1.242706060409546, -1.25896155834198, -0.48885467648506165]"
564,"[-0.43115031719207764, -0.752865731716156, -0.781309962272644, 0.19496065378189087, 0.5145361423492432, -0.2925969064235687, 0.7684494256973267, 0.6427153944969177, -0.4631424844264984, 0.8309126496315002]"
574,"[-0.4235169291496277, -1.877441644668579, -0.8539978265762329, -0.025843771174550056, 1.0969161987304688, -0.44087734818458557, 1.284841537475586, 1.2326525449752808, -1.7425838708877563, 1.812364101409912]"
594,"[-1.0413199663162231, -3.030057907104492, -0.3937259018421173, -1.2968952655792236, 1.7359946966171265, -0.7393664717674255, 0.4103257358074188, 0.8705921769142151, -1.1359102725982666, 1.53318452835083]"
634,"[0.7057806849479675, -0.6096871495246887, 0.2476775199174881, -0.02076500467956066, 0.48213616013526917, 0.30709224939346313, -0.3777139186859131, 0.9257240295410156, -1.5716094970703125, 0.6746827960014343]"
674,"[-0.018788276240229607, -3.2843310832977295, 0.4332427978515625, 0.6120011806488037, 3.272115468978882, -1.848326563835144, 1.7928074598312378, 0.43788883090019226, -0.9230912327766418, -1.9677587747573853]"
694,"[-0.41331997513771057, -2.4450533390045166, -0.25463736057281494, -0.15506486594676971, 0.6975202560424805, -1.563612699508667, -0.9157520532608032, 1.2665538787841797, -1.6973226070404053, 0.6858187317848206]"
704,"[0.5947315096855164, -0.6808507442474365, -0.02917213924229145, 0.5401719808578491, 1.8626235723495483, -1.147657036781311, -1.3532004356384277, 1.3175406455993652, -2.1972010135650635, 0.7010348439216614]"
714,"[-2.1381571292877197, -1.8426527976989746, 1.2587212324142456, 0.3418012857437134, 1.542059302330017, -2.612294912338257, -0.018382057547569275, 0.658943235874176, -1.760647177696228, 1.9902065992355347]"
724,"[-0.22803059220314026, -2.770111322402954, 0.49456146359443665, -0.8196306824684143, 1.2537277936935425, -0.5316229462623596, -0.37526488304138184, 1.5839987993240356, -1.0968587398529053, 0.8192279934883118]"
764,"[0.2596275806427002, -3.4136886596679688, -0.8143545389175415, -0.564789354801178, 0.26097720861434937, -0.9408426284790039, -0.02662358433008194, 1.3691033124923706, -1.5208638906478882, 0.74192875623703]"
784,"[-0.060671884566545486, -2.2366247177124023, 0.25715336203575134, 0.4522652328014374, 1.0933393239974976, 0.5044359564781189, 1.4225919246673584, 1.6245226860046387, -1.4009472131729126, 0.8414803743362427]"
804,"[-0.12777169048786163, -2.3808531761169434, 0.14669953286647797, -0.892989456653595, 1.0015664100646973, -0.7407885789871216, 0.24149930477142334, -0.16210664808750153, -1.5776835680007935, 2.4697608947753906]"
824,"[0.1109304279088974, -2.1495769023895264, -0.16413497924804688, -1.8526530265808105, 0.4641452729701996, -1.2141730785369873, 0.1997663527727127, 0.633409321308136, -1.9958032369613647, 0.4120083749294281]"
904,"[-0.4709305167198181, -4.136355876922607, 0.4444074034690857, -0.8203108310699463, 1.5496649742126465, -1.6487600803375244, 0.6542683243751526, 1.0260844230651855, -0.6975375413894653, 1.2944871187210083]"
914,"[-1.3275421857833862, -3.7980268001556396, 0.3239095211029053, 0.11909487098455429, 1.4074690341949463, -1.7141896486282349, -0.2462030053138733, 1.1345348358154297, -1.2235885858535767, 0.9414439797401428]"
924,"[-0.8829708695411682, -4.179901599884033, 0.3709227442741394, -0.0038973393384367228, 1.3325762748718262, -0.75644850730896, 1.8270817995071411, 0.2909679412841797, -0.6707718968391418, 1.737198829650879]"
934,"[-1.3361802101135254, -1.5146515369415283, -0.39848315715789795, -0.14348895847797394, 0.46046844124794006, -1.3494802713394165, 3.052011013031006, 0.4849162995815277, -2.0182862281799316, 0.6321781277656555]"
944,"[-1.3248374462127686, -3.3106741905212402, -0.2620086669921875, -0.596139669418335, 0.6578379273414612, -1.5404884815216064, 1.1974071264266968, 0.5010526776313782, -0.9109740853309631, 0.694667398929596]"
954,"[-1.3816537857055664, -3.146940231323242, -0.10400617867708206, -0.5104758739471436, 1.4225608110427856, -1.9286984205245972, -0.5602827668190002, 1.226745843887329, -2.0496349334716797, 1.7954120635986328]"
984,"[1.2542351484298706, -1.5381312370300293, 0.4046171307563782, -0.7144181132316589, 1.8220082521438599, -2.0933737754821777, 0.678748607635498, -0.042736973613500595, -0.8464922308921814, 0.9401580691337585]"
994,"[-0.8112099170684814, -3.7576842308044434, 0.9037980437278748, 0.26260799169540405, 0.5626764893531799, -1.0906498432159424, 0.17361032962799072, 2.301520824432373, -1.2116082906723022, 1.2417696714401245]"
1004,"[-0.7586575150489807, -2.178972005844116, 0.4561254680156708, -0.32425978779792786, 1.711667537689209, -1.0665481090545654, -0.08190874755382538, 0.32150280475616455, -1.6905027627944946, 0.125907301902771]"
1014,"[0.19510555267333984, -2.9477720260620117, 0.5138832926750183, 0.1033337414264679, 0.6938318014144897, 0.3908315896987915, 2.6273531913757324, 0.264508455991745, -2.2269461154937744, -0.4071444571018219]"
1024,"[-0.200570210814476, -1.5018354654312134, 0.6265650987625122, 1.3761277198791504, -0.5205268859863281, -2.0540828704833984, 0.32315361499786377, 2.5368306636810303, -2.177919626235962, 2.6809701919555664]"
1034,"[0.25619569420814514, -2.819251537322998, 0.22379662096500397, 0.08064090460538864, -0.24914205074310303, -2.5113728046417236, -0.10433807224035263, 0.25529924035072327, -3.1620543003082275, 1.9756019115447998]"
1054,"[0.015101020224392414, -0.6833135485649109, -0.24458414316177368, -0.18043655157089233, 0.6435627341270447, -0.5750362873077393, 0.6513153910636902, 0.5467289686203003, -0.24843354523181915, 1.1036697626113892]"
1064,"[1.5197513103485107, -2.166870355606079, 1.5024058818817139, -0.2379767894744873, 2.246063470840454, -1.2746992111206055, -0.17523565888404846, 0.6007957458496094, -1.8519537448883057, 1.2684762477874756]"
1084,"[-0.2268872857093811, -3.7557311058044434, -0.06236943602561951, -0.16272449493408203, 1.0646376609802246, -1.2966209650039673, -0.14150172472000122, 1.5035325288772583, -1.4815647602081299, 1.879806399345398]"
1094,"[-1.460971713066101, -3.349372625350952, -0.2903018295764923, -0.007856069132685661, 2.6867401599884033, -0.2669828236103058, 0.014177335426211357, 0.8847402930259705, -0.9293501377105713, 1.0915770530700684]"
1104,"[-0.4889316260814667, -3.5734338760375977, 0.42044201493263245, 0.4574472904205322, 2.453812837600708, -1.6288318634033203, 0.8750432729721069, 2.095332622528076, -0.42657470703125, 1.1494163274765015]"
1114,"[-0.3539988398551941, -2.738887071609497, -0.2022324502468109, -0.5838620662689209, 0.09893561154603958, 0.48004472255706787, 1.291283130645752, 1.159408450126648, -0.9650728106498718, 0.8324021697044373]"
1124,"[0.304699569940567, -3.9929943084716797, -0.2800750136375427, -0.3796755075454712, 0.4406642019748688, -1.4625431299209595, 1.4527208805084229, -1.3144325017929077, -1.5300606489181519, 0.9672346711158752]"
1144,"[1.2575383186340332, -0.9285584688186646, 0.3590705096721649, -0.2611504793167114, 1.2649402618408203, -1.8470948934555054, 0.2680926024913788, -0.2751426696777344, -0.669689416885376, 0.7614027261734009]"
1184,"[-0.7505619525909424, -2.882755994796753, 0.39785903692245483, -1.348250389099121, -0.8445386290550232, -2.362048864364624, -0.4415351450443268, 0.3178071081638336, -1.5171486139297485, 1.5196818113327026]"
1194,"[1.5644209384918213, -2.1347265243530273, -1.6957812309265137, -2.036839008331299, 0.5533634424209595, -3.4581186771392822, -2.109266519546509, 2.5356297492980957, -0.1033569723367691, 1.7992092370986938]"
1204,"[-0.8154146671295166, -3.613563299179077, -0.18479368090629578, -1.5394645929336548, 0.6655759811401367, -1.8197486400604248, 1.4699180126190186, 0.8057688474655151, -0.9967083930969238, 2.2170491218566895]"
1214,"[-0.07568599283695221, -3.945953607559204, -0.17640426754951477, 0.05626635625958443, 1.1444902420043945, -0.6864579916000366, 0.6198557615280151, 0.6465168595314026, -1.579966425895691, 2.0626060962677]"
1224,"[-0.7813224196434021, -3.504244327545166, -0.6192421317100525, 0.2113286256790161, 0.3212503492832184, -0.8295785784721375, 0.6449497938156128, -0.40568217635154724, -1.7031348943710327, 3.2693192958831787]"
1234,"[-0.2113904356956482, -4.1087141036987305, 0.004346891772001982, -0.7663382291793823, 1.1304811239242554, -1.6670857667922974, 0.5667240023612976, 0.44713887572288513, -1.2700568437576294, 1.3940588235855103]"
1244,"[-0.3087502121925354, -4.644123554229736, 0.5444784164428711, 0.1557377725839615, 0.0517440140247345, -0.055811379104852676, 0.10706008225679398, 1.4404950141906738, -1.9458060264587402, 1.7122828960418701]"
1254,"[-0.5369681119918823, -4.810943603515625, 0.3046075999736786, -0.22661921381950378, 1.43673574924469, -0.518753707408905, -1.9804303646087646, 1.702808141708374, -0.9492653012275696, 0.789085328578949]"
1264,"[-0.47389402985572815, -3.3435416221618652, 0.018871711567044258, 0.5187435746192932, 1.9848383665084839, -0.1592492163181305, 0.40916767716407776, 0.829811692237854, -0.7874702215194702, 1.1952276229858398]"
1274,"[-0.9680426120758057, -2.32167387008667, -0.8221797347068787, 0.7153218984603882, 0.41098976135253906, -1.1257649660110474, 1.7602729797363281, 1.146186113357544, -1.1528708934783936, 3.2983591556549072]"
1284,"[0.1304742395877838, -3.3313605785369873, -1.2354460954666138, -0.31993672251701355, 2.0800414085388184, -1.6123853921890259, 0.8819283843040466, 1.2783937454223633, -0.43883663415908813, 2.2291762828826904]"
1304,"[-0.16359789669513702, -3.4683802127838135, 0.01358679961413145, -0.7443574070930481, 0.584048867225647, -1.7320308685302734, 0.8821272850036621, 0.948623776435852, -1.1398097276687622, 1.9543851613998413]"
1324,"[0.34513840079307556, -1.2077715396881104, -1.178084373474121, -0.9725142121315002, 0.7315139174461365, -0.1982923448085785, 1.1263498067855835, 0.5976331830024719, -0.25775888562202454, 0.06051623076200485]"
1334,"[-0.1084388867020607, -1.1968278884887695, -0.12660227715969086, 0.7910314202308655, 1.598257303237915, -0.11844835430383682, -1.0978024005889893, 0.6182195544242859, -2.8016397953033447, 2.1339669227600098]"
1344,"[-0.5238269567489624, -4.088492393493652, 0.18531467020511627, -0.2774125933647156, 1.9078288078308105, -0.27471300959587097, 0.7420123815536499, 1.0883139371871948, -0.6701310276985168, 1.1759942770004272]"
1354,"[-1.4529112577438354, -4.431339263916016, 0.14248894155025482, 0.13558335602283478, -0.2742542326450348, -1.47328519821167, 0.8088586926460266, 2.1324453353881836, -2.0899765491485596, -1.1087778806686401]"
1374,"[-0.047548312693834305, -3.2075579166412354, -0.8232921361923218, -0.9180565476417542, 0.24729838967323303, -1.7273164987564087, 0.6348753571510315, 0.8944759368896484, -1.5837393999099731, 1.9036136865615845]"
1394,"[-0.3811652362346649, -4.030364990234375, -1.051081895828247, -0.8093597292900085, 0.5314041376113892, -0.7898973822593689, 1.3238590955734253, 1.2479639053344727, -0.8330486416816711, 2.1331465244293213]"
1414,"[0.9887772798538208, -3.6432297229766846, 0.49884331226348877, -1.3314357995986938, 2.0577845573425293, -0.6146537065505981, 0.34056174755096436, 0.14129038155078888, -0.34417805075645447, -1.2262978553771973]"
1454,"[0.14836418628692627, -2.7479052543640137, 1.0672801733016968, -0.17410415410995483, 1.5524698495864868, 0.2343132048845291, 0.6774444580078125, 1.6643418073654175, -1.8157999515533447, 1.2247170209884644]"
1464,"[-0.2063555270433426, -1.4911606311798096, 1.5066663026809692, -1.1314704418182373, 0.158882275223732, -1.8413407802581787, 1.8569889068603516, 1.1418672800064087, 1.292762279510498, 4.357862949371338]"
1474,"[-0.6587060689926147, -1.726897120475769, -1.148208498954773, -0.8264221549034119, 0.11578339338302612, 0.8688012957572937, -0.7702468037605286, 1.5181807279586792, -2.0667083263397217, 0.8508901596069336]"
1484,"[-0.48281654715538025, -2.560246467590332, -1.0339219570159912, 0.12680400907993317, 1.0312570333480835, -0.29535049200057983, 1.6249319314956665, 1.5978505611419678, -1.0189123153686523, 0.8819915056228638]"
1514,"[0.19365294277668, -1.9030606746673584, -0.2518204152584076, 0.2328028529882431, 0.7517714500427246, 0.43518146872520447, 0.8681998252868652, 1.1466834545135498, -0.22360919415950775, -0.26153457164764404]"
1544,"[-1.4650050401687622, -0.9331364631652832, 0.8561347723007202, 0.06906168907880783, 1.1870367527008057, -1.1613086462020874, 0.7371641397476196, 0.9566422700881958, -1.4309240579605103, 1.3302357196807861]"
1554,"[0.6340055465698242, -3.0571682453155518, -1.0554144382476807, 0.6151047348976135, 0.906294584274292, -1.585374355316162, -0.3519866168498993, 0.6802791953086853, -1.1914629936218262, 2.2343626022338867]"
1564,"[0.15205655992031097, -2.8019611835479736, 1.455141544342041, 0.2012862116098404, 1.160032033920288, -0.4836926758289337, 1.8424303531646729, -0.819656491279602, -1.5276000499725342, 0.04228707030415535]"
1574,"[0.2685663104057312, -0.3207329511642456, -0.017464106902480125, -0.10703403502702713, 0.15010222792625427, -0.2577472925186157, -0.1705237179994583, 0.12185727059841156, -0.3052176535129547, 0.4905753433704376]"
1584,"[-1.061532974243164, -2.4773049354553223, 0.38583657145500183, -0.644119381904602, 0.44485270977020264, -1.3624716997146606, 0.7094057202339172, 0.4505064785480499, -2.295342445373535, 1.3765273094177246]"
1594,"[1.0320438146591187, -3.575366497039795, -0.1989230215549469, 0.5767759680747986, 1.0791351795196533, -1.8022353649139404, 0.2225826233625412, 1.894701361656189, 0.20090709626674652, 2.221454381942749]"
1604,"[-0.22386988997459412, -1.1269959211349487, 0.0590415894985199, -0.4117496609687805, 1.0375137329101562, -1.4626331329345703, 0.38160476088523865, 0.891425371170044, -1.8366390466690063, 1.455830693244934]"
1614,"[-1.2938222885131836, -1.5188438892364502, 0.30104440450668335, -0.19664785265922546, -0.3083178400993347, -1.1544400453567505, 0.5234783887863159, 0.22246943414211273, -1.2637438774108887, 2.579186201095581]"
1624,"[-0.08294415473937988, -1.4273933172225952, 0.33545178174972534, -0.054311152547597885, -0.16735708713531494, -0.9595732688903809, -0.7818180322647095, 0.27382606267929077, -0.8314396739006042, 1.536808967590332]"
1644,"[0.16113583743572235, -0.6082477569580078, 0.7104895710945129, -0.1359115093946457, 0.43492668867111206, 0.14109142124652863, 0.41802939772605896, 1.5684376955032349, -1.9555226564407349, 1.636784315109253]"
1654,"[-0.7369251847267151, -0.23226115107536316, 0.350195050239563, -0.5738064646720886, 0.038044679909944534, -0.7296237349510193, -0.5082031488418579, 0.35806092619895935, -2.0514636039733887, 1.3912259340286255]"
1674,"[-0.59842848777771, -3.437516689300537, -0.9414578676223755, -0.643560528755188, 1.1302556991577148, -1.8076868057250977, 0.501598060131073, 0.29734495282173157, -1.4403562545776367, 1.0488736629486084]"
1684,"[-0.34177666902542114, -3.2190728187561035, -0.9911027550697327, -0.12996207177639008, -0.6434862613677979, -1.510118842124939, -0.351454496383667, -0.27485883235931396, -2.3930459022521973, 1.5158222913742065]"
1694,"[0.46062010526657104, -3.299783229827881, 1.252301573753357, 2.4540390968322754, 1.7045137882232666, -0.9916914701461792, 2.0233566761016846, 0.9936370849609375, -1.111704707145691, 0.41671621799468994]"
1704,"[-0.8390352725982666, -2.8296878337860107, 0.4850369393825531, -0.3368823528289795, 1.100904107093811, -1.3811300992965698, 0.8939191102981567, 1.1006643772125244, -2.085174083709717, 1.2965621948242188]"
1734,"[-1.4066119194030762, -2.558525323867798, -0.6650320887565613, -1.2779239416122437, 2.77614426612854, -2.063366174697876, -0.14207400381565094, 1.4321805238723755, -1.837451457977295, 1.5131076574325562]"
1754,"[-0.23273669183254242, -3.3186142444610596, 0.20816484093666077, 0.8572961688041687, 1.7178187370300293, -1.3077269792556763, -0.6752519607543945, 0.23804214596748352, -1.323093295097351, 1.5518635511398315]"
1784,"[-1.1552177667617798, -2.454082727432251, 0.03347072750329971, -0.08140447735786438, 0.7309470176696777, -1.5213348865509033, 1.5401941537857056, 1.3499675989151, -1.3479740619659424, 1.7418309450149536]"
1794,"[-0.3539988398551941, -2.738887071609497, -0.2022324502468109, -0.5838620662689209, 0.09893561154603958, 0.48004472255706787, 1.291283130645752, 1.159408450126648, -0.9650728106498718, 0.8324021697044373]"
1804,"[-1.6466606855392456, -0.7618205547332764, 1.8966180086135864, -0.9032567143440247, 0.7821164131164551, -0.8038576245307922, 0.6647065281867981, 0.5872328281402588, -1.557013750076294, 2.097740888595581]"
1824,"[0.1106109619140625, -0.058128565549850464, 0.03909192979335785, -0.2644556164741516, -0.18343859910964966, -0.25848764181137085, 0.3109310269355774, 0.25038546323776245, -0.2356146275997162, 0.09075505286455154]"
1834,"[-0.1491979956626892, -4.1500563621521, -0.3323879837989807, 0.47219228744506836, 1.482740044593811, -0.2447115033864975, -0.06973759829998016, 0.557926595211029, -2.17216420173645, 1.2322144508361816]"
1844,"[-0.3438261151313782, -3.470460891723633, 0.04374910518527031, 0.11493907868862152, 0.8945336937904358, -0.7221108078956604, 1.012265682220459, 1.0487396717071533, -1.764313817024231, 2.1328623294830322]"
1884,"[-0.5287606716156006, -3.513531446456909, -0.31616759300231934, 0.5808042287826538, 1.0171974897384644, -1.1169142723083496, 1.0469688177108765, 1.3645738363265991, -1.3061156272888184, 1.5217658281326294]"
1894,"[1.675778865814209, -2.3586297035217285, 0.19393737614154816, 0.14158882200717926, 2.035222053527832, -0.8622540831565857, 0.029185473918914795, 0.2120940238237381, -1.9837098121643066, 0.8428824543952942]"
1904,"[0.5036879181861877, -3.206925392150879, -0.414396733045578, 0.33325451612472534, 1.3201606273651123, 0.5246008634567261, 1.2562226057052612, 1.9051423072814941, -0.5250974893569946, -0.14140239357948303]"
1914,"[-0.8965327143669128, -2.614685297012329, -1.3436554670333862, 0.8142324090003967, 1.1722906827926636, -1.5313174724578857, -0.17768153548240662, -0.3773801922798157, -1.9308162927627563, 2.115757465362549]"
1924,"[-1.0216914415359497, -3.272164821624756, 0.059430450201034546, 0.41885319352149963, -1.2378342151641846, -2.1834959983825684, -0.14768348634243011, 2.024641990661621, 0.49656417965888977, 2.24261474609375]"
1934,"[-1.3981232643127441, -3.3508546352386475, 0.2568014860153198, 0.18999546766281128, 0.9054391384124756, -0.37759971618652344, 2.188504457473755, 0.9386304020881653, -0.22163154184818268, 1.5264830589294434]"
1944,"[-0.7001199722290039, -3.360276937484741, 0.9393352270126343, 0.12289170175790787, 0.9872533679008484, -0.47323301434516907, 0.628668487071991, 1.6604325771331787, -1.8951927423477173, 1.7327293157577515]"
1954,"[0.2711904048919678, -3.469076156616211, 0.46618181467056274, -0.8643510341644287, 0.6111337542533875, -0.2544936239719391, 1.4693092107772827, 1.406999945640564, -1.9332036972045898, 1.7431941032409668]"
1964,"[-1.1859493255615234, -3.8635191917419434, -0.06418174505233765, 1.082728385925293, 2.3764758110046387, -0.5041883587837219, -1.000038743019104, 0.7723448276519775, -0.9793587327003479, 0.9738946557044983]"
1974,"[0.4761124849319458, -1.4932153224945068, 0.9834920763969421, -1.6047337055206299, -1.2706842422485352, -1.7368234395980835, 0.37898048758506775, -0.5090072154998779, -1.1553345918655396, 2.677311658859253]"
1984,"[-0.8814937472343445, -1.3146690130233765, -0.3568291962146759, -0.3691645562648773, 0.9964174032211304, -0.6672407388687134, 0.8448470830917358, 0.6870113611221313, -0.8918690085411072, 0.5977495312690735]"
1994,"[-0.2054862529039383, -2.6547086238861084, 0.024600116536021233, -1.3854291439056396, 0.6708235144615173, -0.6855654716491699, 0.9562668204307556, 2.003190755844116, -1.3498356342315674, 1.4936097860336304]"
2004,"[-0.9372579455375671, -2.7320327758789062, -0.7151675820350647, -1.8230503797531128, 0.8406139612197876, 0.09944572299718857, -0.013532865792512894, 1.3047651052474976, -1.1278060674667358, 1.897001028060913]"
2014,"[-0.6763743758201599, -2.6502604484558105, -0.26222965121269226, -0.5034463405609131, -0.21497613191604614, -2.405508518218994, 0.2058478593826294, 0.9610615968704224, 0.07240263372659683, 0.8776633143424988]"
2024,"[-0.22357384860515594, -2.902899980545044, -0.24994918704032898, -0.5471656918525696, 1.085390567779541, -0.2564370036125183, 1.2917901277542114, 1.3790074586868286, -0.6527355909347534, 0.38452669978141785]"
2034,"[-1.1483676433563232, -1.8665765523910522, -0.12468522042036057, 0.11222540587186813, 0.6998822689056396, -0.5764383673667908, 1.5962200164794922, 0.30740970373153687, 0.8813243508338928, 2.846735954284668]"
