id,features
224,"[-1.473233938217163, -0.7864366173744202, 0.8184473514556885, -0.4354989230632782, -0.7504193782806396, 0.047895338386297226, 0.5173582434654236, -0.4869595766067505, -0.4331502318382263, 0.5084286332130432]"
234,"[-0.6996657848358154, -0.23263241350650787, 0.04504008591175079, 0.2481517791748047, 0.808033287525177, -0.40043771266937256, 0.09673880785703659, 0.034907266497612, -0.6393067836761475, 0.4649060070514679]"
244,"[0.28959783911705017, -0.6544804573059082, 0.5296172499656677, 0.46896862983703613, -0.2907351553440094, -0.9891687631607056, 0.44186824560165405, -0.08492442965507507, -0.599984347820282, 0.4061916768550873]"
254,"[0.5282840728759766, -0.4061446487903595, 0.701987087726593, 0.1939912885427475, 0.2563406229019165, -0.5969474911689758, 0.4191317558288574, 0.3233676552772522, -0.6286616921424866, 0.26111602783203125]"
264,"[-0.1647423356771469, -1.0639784336090088, 0.2350604087114334, -0.15601903200149536, -0.6470301747322083, -0.2391693890094757, -0.28835517168045044, 0.36743080615997314, -0.6347283124923706, -0.21841801702976227]"
274,"[-0.06222015619277954, -0.3098336160182953, 0.1650279015302658, -0.33240950107574463, 0.2682510316371918, -0.06809575110673904, -0.14160969853401184, 0.37771350145339966, -0.5548571348190308, 0.555725634098053]"
284,"[-0.6247976422309875, -0.3466879427433014, 0.29087504744529724, -0.8465437889099121, 0.32317155599594116, 0.10775776952505112, -0.6988638639450073, 0.2493010312318802, -0.5063111186027527, 0.7382293343544006]"
294,"[0.23116382956504822, -0.3792523145675659, -0.6794490218162537, -0.3456284701824188, 0.4527217149734497, -0.10116278380155563, 0.21553771197795868, 0.4442235827445984, -0.24017879366874695, 0.23023942112922668]"
304,"[-0.253479927778244, -0.4007071256637573, 0.3232268691062927, -0.6734771728515625, 0.19086015224456787, -0.34425970911979675, 0.42966973781585693, -0.005171235650777817, -0.791397213935852, 0.14578677713871002]"
314,"[0.027676420286297798, -0.5147107243537903, 0.7003180980682373, -0.30226850509643555, 0.5410619378089905, -0.12922973930835724, 0.09011850506067276, -0.3046726584434509, -0.29667559266090393, 0.2828051745891571]"
324,"[0.521630048751831, -0.41370242834091187, -0.18791121244430542, -0.1558896005153656, 0.027054721489548683, -0.31027522683143616, 0.9390028119087219, -0.2971213459968567, -0.3942323625087738, 0.7598752975463867]"
334,"[-0.14024825394153595, -0.16211451590061188, 0.047384295612573624, -0.32079020142555237, 0.1327335089445114, -0.7671524882316589, -0.07011561840772629, 0.30709972977638245, -0.3916487395763397, 0.4284403920173645]"
344,"[-1.574534296989441, 0.4755347669124603, 0.6192723512649536, -0.983135998249054, 1.4651832580566406, 0.004871896468102932, 0.440065860748291, 0.6322532892227173, -0.2653972804546356, 0.4423922598361969]"
354,"[-0.02677941508591175, -0.4436115324497223, 0.27938327193260193, -0.128953754901886, 0.2944445013999939, -0.2506581246852875, 0.18446718156337738, 0.2161974459886551, -0.690932035446167, 0.2741655707359314]"
364,"[0.7964975237846375, -0.503529965877533, 0.0800069198012352, -1.3800690174102783, -0.19942240417003632, -1.0501936674118042, -0.20194071531295776, 0.4031580984592438, -0.799139142036438, -0.4368702173233032]"
374,"[0.3787689805030823, 0.25541752576828003, -0.2528831362724304, -0.28234949707984924, 0.7987784743309021, -0.4366964101791382, -0.5246188640594482, 0.3846937119960785, -0.6852667331695557, 1.3509573936462402]"
384,"[-0.659654974937439, -0.2541361451148987, -0.1520310640335083, -0.25525572896003723, 0.19022592902183533, -0.44597941637039185, -0.4313640296459198, 0.17295394837856293, -0.12071742117404938, 0.9237108826637268]"
394,"[1.1905202865600586, -0.09095858782529831, 0.8156871795654297, -0.5025532841682434, 0.8792949914932251, -0.0846092477440834, 0.32956942915916443, 0.5048137903213501, -0.3167273700237274, 0.5994132161140442]"
404,"[0.07677241414785385, -0.5430178642272949, 0.4978083372116089, -0.30484849214553833, 0.32268381118774414, -0.11227449029684067, -0.23069095611572266, 0.10001478344202042, -0.6785268783569336, -0.003913766238838434]"
414,"[-0.22504770755767822, -0.5036545395851135, -0.38709166646003723, 0.04526088014245033, 0.2496856302022934, -0.27598151564598083, 0.4292314052581787, 0.3505554795265198, -0.29131603240966797, 0.38675448298454285]"
424,"[-0.031499654054641724, -0.05816855654120445, 0.16040319204330444, 0.31837207078933716, 0.6800340414047241, -0.7227709293365479, 0.047838255763053894, -0.0826948881149292, -0.5893265604972839, 0.7415242791175842]"
434,"[0.2259014993906021, -0.5913863778114319, 0.2765496075153351, 0.4830947518348694, 0.2785518169403076, -0.5542240738868713, 0.10042842477560043, -0.0786001980304718, -0.28638747334480286, 0.7460336685180664]"
444,"[-0.451315701007843, -0.8265592455863953, 0.14527451992034912, -0.022342385724186897, 0.5136734247207642, -0.1908120959997177, 0.5094351172447205, 0.036862462759017944, 0.06760653108358383, 0.1804666668176651]"
454,"[-0.1271427720785141, -0.7435816526412964, -0.489839643239975, 0.07198691368103027, 0.13719090819358826, -0.546594500541687, -0.4758213460445404, -0.43844231963157654, -0.01293027214705944, 0.8484047055244446]"
464,"[0.25600340962409973, -0.30656808614730835, 0.11456909775733948, -0.06751227378845215, 0.4771203398704529, -1.0521761178970337, 0.6210713982582092, 0.0948147177696228, -0.5249611139297485, 0.16942918300628662]"
474,"[-0.28374937176704407, -0.72509765625, -0.22715920209884644, -0.03162228316068649, 0.09549121558666229, -0.4692955017089844, 0.1080954372882843, 0.142166405916214, -0.12574411928653717, 0.09406114369630814]"
484,"[-0.5989602208137512, -0.4328286051750183, -0.01701446622610092, -0.139704167842865, 0.015582338906824589, -0.05601147562265396, -0.18805570900440216, 0.28809091448783875, -0.9658627510070801, 0.2825818359851837]"
494,"[1.9014090299606323, -0.08752968162298203, -0.11085893958806992, 0.23017171025276184, 1.1575599908828735, -0.5128329992294312, 0.3042905926704407, 0.7839308381080627, -0.42817050218582153, 0.8198577165603638]"
504,"[-0.2125847339630127, -0.39128541946411133, -0.2034887969493866, -0.21524538099765778, 0.5788370966911316, -0.6889578700065613, -0.11060848832130432, 0.14685790240764618, -0.5109250545501709, 0.15659362077713013]"
514,"[0.08955921977758408, -0.5586076378822327, 0.1486041396856308, -0.3131808042526245, 0.21316969394683838, -0.38500553369522095, 0.18402709066867828, 0.25148314237594604, -0.5051878094673157, 0.11488469690084457]"
524,"[0.29674839973449707, -0.16125047206878662, 0.5833236575126648, -0.9816641211509705, 0.4453398585319519, -0.703000545501709, 0.0014650429366156459, 0.21122479438781738, -0.2066182643175125, 0.6139513254165649]"
534,"[-0.3979601263999939, -0.39189738035202026, 0.3027641475200653, -0.36412134766578674, 0.42788687348365784, 0.17763294279575348, 0.07551472634077072, 0.47566530108451843, -0.6585243940353394, 0.2927771806716919]"
544,"[0.40466558933258057, -0.5908724665641785, 0.7179621458053589, 0.36358416080474854, -0.7569898962974548, -0.7734761834144592, 0.5172933340072632, -0.10631008446216583, -1.9888339042663574, -0.3571409583091736]"
554,"[0.1518758237361908, -0.16030852496623993, 0.597695529460907, -0.6075954437255859, 0.8188885450363159, -1.2229013442993164, 0.7994034290313721, -0.378979355096817, -0.4074733555316925, 0.20202751457691193]"
564,"[-0.081675224006176, -0.5056343674659729, -0.2366487979888916, -0.12671512365341187, -0.437164306640625, -0.33915677666664124, 0.10887936502695084, 0.5445730090141296, -0.3955037295818329, 0.3549494445323944]"
574,"[-0.7191364169120789, 0.5192649960517883, 0.45832639932632446, -0.17388701438903809, 0.40913140773773193, -0.6971132755279541, -0.0578814372420311, -0.9964719414710999, -1.3026621341705322, 1.6895596981048584]"
584,"[0.21909183263778687, 0.3604254424571991, 1.027929425239563, -0.5423567891120911, 1.4737154245376587, -1.0169130563735962, -0.5409982204437256, -0.04436970874667168, -0.943043053150177, 0.06069474294781685]"
594,"[-0.7426045536994934, -0.20064885914325714, 0.30076339840888977, -0.47636696696281433, 0.18429064750671387, -0.42937231063842773, -0.5511364340782166, 0.04257248342037201, -1.0759261846542358, 0.5303329229354858]"
604,"[0.30592942237854004, -0.5624469518661499, 0.15314829349517822, -0.32421714067459106, 0.8241890072822571, 0.010583505034446716, -0.41226568818092346, 0.056849054992198944, -0.5214455723762512, 0.11640588194131851]"
5,"[-0.16769377887248993, -0.14342111349105835, -0.346090167760849, -0.6629112362861633, 0.32629871368408203, -0.7908721566200256, -0.10084016621112823, 0.33612707257270813, -0.04624097794294357, 0.8175613284111023]"
15,"[-0.8037046194076538, -0.5698292255401611, 0.19285917282104492, 0.36783909797668457, 0.4816559851169586, -0.8349314332008362, 0.017893174663186073, -0.8999717235565186, -0.3878612518310547, 0.5693119168281555]"
25,"[0.05326326563954353, -0.3520541787147522, 0.5324819087982178, 0.11232293397188187, 0.2548314332962036, -0.8557936549186707, 0.3167390525341034, 0.047257497906684875, -0.6702381372451782, 0.5742455124855042]"
35,"[0.5621727108955383, -0.9801223874092102, 1.344934344291687, -0.9322924613952637, 1.1603015661239624, 0.3720910847187042, -0.6616849899291992, -0.03238573670387268, -0.34207627177238464, -0.23488031327724457]"
45,"[-0.23657973110675812, -0.2964307963848114, 0.005407009739428759, 0.07477869093418121, 0.1261032074689865, -0.3554563820362091, 0.1659853458404541, 0.7459961175918579, -0.859473466873169, 0.1313980668783188]"
55,"[-0.0606163926422596, 0.2233748435974121, 1.5148564577102661, -0.6133230924606323, -0.6726085543632507, -0.7457484006881714, 0.680211067199707, 1.3540769815444946, 0.121315598487854, 0.5854283571243286]"
65,"[-0.5986642837524414, -0.20934486389160156, -0.16252516210079193, 0.4152643084526062, 0.8059679269790649, -0.39685091376304626, 0.16564826667308807, 0.6744434237480164, -0.09163246303796768, 0.29583293199539185]"
75,"[0.013389742001891136, -0.41720131039619446, 1.8676272630691528, -0.3019406795501709, -0.15162602066993713, 0.14611679315567017, -0.146609365940094, -0.5672690868377686, -1.1868189573287964, 0.7050043940544128]"
85,"[-0.6618193984031677, -0.3435206115245819, 0.2467299848794937, 0.012664953246712685, 0.2301221489906311, -0.9100969433784485, 0.4765945076942444, 0.30780816078186035, -0.24846528470516205, -0.25578200817108154]"
95,"[-0.0821327418088913, -0.4547423720359802, -0.2078382968902588, -0.2613712251186371, 0.32766079902648926, -0.3443908989429474, 0.04894544929265976, 0.16088953614234924, -0.4674794375896454, 0.69972825050354]"
105,"[-0.039720725268125534, -0.35362082719802856, 0.46085548400878906, -0.013084354810416698, 0.4343830645084381, -0.301207035779953, 0.4997076094150543, 0.26851534843444824, -0.5859140753746033, 0.30138638615608215]"
115,"[0.23266153037548065, -0.08844617009162903, -0.576418936252594, -0.6418323516845703, 0.3171204924583435, -0.8860309720039368, 0.714511513710022, -0.12008724361658096, -0.7650802731513977, 0.47274747490882874]"
125,"[-0.2029949277639389, -0.37887078523635864, 0.05979972332715988, -0.10490300506353378, 0.13693930208683014, -0.12083552032709122, 0.536855161190033, -0.05506926029920578, -0.5185967683792114, 0.7445814609527588]"
135,"[0.0612608939409256, -0.5114772319793701, 0.06355489790439606, -0.5190367102622986, 0.22872097790241241, -0.5210930109024048, -0.27826249599456787, 0.20914512872695923, -0.14004889130592346, 0.6753228902816772]"
145,"[0.48576804995536804, -0.25909727811813354, -0.0173774603754282, -0.6161999702453613, 0.3304547965526581, -0.7625942826271057, -0.08999191224575043, 1.529620885848999, -0.15307796001434326, -0.24728722870349884]"
155,"[0.009349622763693333, 0.12506116926670074, -0.6731141805648804, 0.4713980555534363, 0.15308724343776703, -0.3377416729927063, 0.07533305138349533, 0.36359477043151855, -1.3107328414916992, 0.6911747455596924]"
165,"[-0.42846083641052246, -0.23997986316680908, 0.2056947499513626, -0.2143423706293106, 0.37654587626457214, -0.2837870121002197, -0.03585042059421539, 0.43591272830963135, -0.4581198990345001, 0.45719224214553833]"
175,"[0.6584720015525818, -0.4140926003456116, 0.23195168375968933, -0.5204777717590332, -0.14848056435585022, 0.2380981147289276, -0.4099276065826416, 0.6549205780029297, -0.8853639364242554, -0.36962345242500305]"
185,"[-0.46338018774986267, -0.22813169658184052, 0.8612921237945557, -0.09522875398397446, -0.026571862399578094, -0.5680421590805054, 0.05679228901863098, -0.03560396283864975, -0.48063451051712036, 0.7733060717582703]"
195,"[-0.13087058067321777, -0.16986486315727234, -0.14258180558681488, -0.790148138999939, 0.3299933075904846, -0.2631288170814514, 0.13975489139556885, 0.1556495577096939, -0.4221916198730469, 0.7837742567062378]"
205,"[-0.9066953063011169, -0.011267248541116714, 0.40472766757011414, 0.4589642584323883, 0.2785550653934479, -0.14240704476833344, 0.7459303140640259, 0.6116715669631958, -0.3316302001476288, 0.5377469062805176]"
215,"[-0.07106489688158035, -0.5388405323028564, 0.7482631206512451, 0.16600225865840912, 0.3486565947532654, -0.16948941349983215, 0.3656800389289856, 0.704121470451355, -0.6094343662261963, -0.2967137098312378]"
225,"[-0.08728618919849396, -0.4217732846736908, 0.3197856545448303, -0.33100083470344543, -0.3653195798397064, 0.020521489903330803, 0.5037673115730286, -0.20411576330661774, -1.1812796592712402, 0.4437389373779297]"
235,"[0.20815300941467285, -0.43639495968818665, 0.7429543137550354, -0.15068292617797852, 0.7265020608901978, -0.8137157559394836, -0.07746656239032745, 0.2062203586101532, -0.1325305998325348, 0.13000178337097168]"
245,"[-0.6738609671592712, 0.06834733486175537, 0.04079265519976616, -0.7513105273246765, 0.011900211684405804, -0.9601742625236511, -0.45905953645706177, 1.1509078741073608, -0.10223887860774994, -0.28684669733047485]"
255,"[-1.1904264688491821, -0.1762418895959854, -0.9055629968643188, 0.06807450950145721, -0.6537718176841736, 0.5639733076095581, -1.4070631265640259, 1.0331485271453857, -0.47774407267570496, 0.8590244650840759]"
265,"[0.08754686266183853, -0.4317726790904999, 0.13996046781539917, -0.6176241040229797, 0.08193792402744293, -0.29146817326545715, 0.20681273937225342, 0.08651189506053925, -0.7436512112617493, 0.15678440034389496]"
275,"[0.4490056335926056, -0.5235509276390076, -0.0587569959461689, -0.1849958747625351, 0.20872843265533447, -0.39672598242759705, -0.30516114830970764, 0.13571777939796448, -0.4975889325141907, 0.7770890593528748]"
285,"[0.5256485342979431, -0.8399355411529541, 0.6842780709266663, 0.4531860947608948, 0.5749082565307617, -0.5153512358665466, 0.2519333064556122, -0.3053782880306244, -0.18085844814777374, 0.13909630477428436]"
295,"[0.6894928812980652, -0.010595932602882385, -0.7947449684143066, 0.7246835231781006, 0.8540662527084351, -1.2153985500335693, -0.06676832586526871, 1.9735957384109497, -0.2538248300552368, -0.18681252002716064]"
305,"[0.25791680812835693, -0.6779229640960693, 0.369648814201355, 0.08146793395280838, 0.13861815631389618, -0.5172874927520752, -0.13752467930316925, 0.224352166056633, -0.6062601208686829, 0.27399200201034546]"
315,"[0.220224529504776, -0.9288058280944824, 0.1823708415031433, -0.43962976336479187, 0.17169715464115143, -0.056501951068639755, -0.077992744743824, 0.3671615719795227, -0.33558782935142517, -0.5855241417884827]"
325,"[0.1482401043176651, -0.8329688310623169, 0.11123614013195038, 0.13810814917087555, 0.28530803322792053, 0.01686772145330906, 0.2623118758201599, 0.06554710865020752, -0.05232876539230347, 0.41618093848228455]"
335,"[-0.10367253422737122, 0.12354681640863419, 1.0014076232910156, -0.2973705530166626, 0.39409172534942627, -0.3726207911968231, 0.903133749961853, 0.5059895515441895, -0.5129510760307312, 0.7840037941932678]"
345,"[-0.6445189118385315, -0.4715859591960907, 0.29387718439102173, 0.09490561485290527, 0.49773266911506653, -0.3806765377521515, -0.28395557403564453, 0.2365330159664154, -0.4847029149532318, 0.3272591531276703]"
355,"[-0.644730806350708, -0.6879135370254517, -0.7402674555778503, 0.04520535096526146, 0.23355607688426971, 0.09370440989732742, 0.3192981481552124, 0.17867866158485413, -0.38425374031066895, 0.37002408504486084]"
365,"[-0.5972047448158264, -0.12212615460157394, -0.055636629462242126, -0.10849224030971527, -0.2606046795845032, -0.14913569390773773, 0.7048639059066772, 0.22390249371528625, -0.6369478702545166, -0.09592790901660919]"
375,"[0.5435692071914673, -0.004255089443176985, 0.1462622433900833, 0.04668304696679115, 0.5238875150680542, -0.8608242273330688, -0.3462439775466919, -0.3880396783351898, -0.737301230430603, 1.669661521911621]"
385,"[0.0817488580942154, -0.5279473662376404, 0.2893480956554413, -0.3802512288093567, 0.1631857007741928, 0.08756723254919052, 0.09289401024580002, 0.04512039199471474, -0.5187804102897644, 0.5513923168182373]"
395,"[-0.04379451274871826, -0.3490876257419586, 0.5104625225067139, 0.012482795864343643, 0.40341219305992126, 0.4734295606613159, -0.30005207657814026, 0.58282071352005, -1.0312331914901733, -0.2519991099834442]"
405,"[0.03228888288140297, -0.33951330184936523, 0.1549326777458191, -0.021340271458029747, 0.6101154088973999, -0.27338698506355286, 0.2585908770561218, 0.4775341749191284, -0.35482457280158997, 0.3542822599411011]"
415,"[0.011825967580080032, -0.4979792535305023, 0.21461829543113708, 0.14260394871234894, 0.41119903326034546, -0.4122416377067566, 0.21352827548980713, -0.018131347373127937, -0.5633136630058289, 0.4672400653362274]"
425,"[-0.31217092275619507, -0.17775559425354004, 0.041397806257009506, 0.1523234099149704, 0.5362519025802612, -0.15501463413238525, 0.17793796956539154, 0.1838231384754181, -0.6908206343650818, 0.5048814415931702]"
435,"[-0.5578569769859314, -0.42072594165802, 0.6905789971351624, -0.35671618580818176, 0.49180692434310913, -0.24454671144485474, 0.21450258791446686, 0.1890525370836258, -0.4044272005558014, 0.4718707501888275]"
445,"[0.7504438757896423, -0.14742937684059143, 0.6960274577140808, -0.018997136503458023, 0.4215903878211975, -0.682116687297821, -0.33582639694213867, 0.20176540315151215, -0.5431836843490601, 0.8687819242477417]"
455,"[-0.2703733444213867, -0.6671251654624939, 0.18499062955379486, 0.027179092168807983, 0.4101819396018982, -0.3162265121936798, -0.12069500237703323, -0.28224611282348633, -0.5360265374183655, -0.01922003924846649]"
465,"[0.23276257514953613, -0.6693618297576904, 0.2266225516796112, -0.09727314859628677, 0.558476448059082, -0.365671306848526, 0.22229279577732086, 0.06092553958296776, -0.3160581886768341, 0.29708680510520935]"
475,"[-0.24052582681179047, -0.38554373383522034, 0.30498477816581726, -0.29285749793052673, 0.849993109703064, -0.1743190437555313, 0.5043549537658691, 0.4094322919845581, -0.645622730255127, 0.19554196298122406]"
485,"[-0.10280246287584305, -0.02210092544555664, 1.174390435218811, -0.3308256268501282, 1.7943593263626099, -0.9936050772666931, -0.748921275138855, -1.1336708068847656, -0.7046184539794922, -0.13288117945194244]"
495,"[-0.435375452041626, -0.7942990660667419, 0.10885769873857498, 0.7915413975715637, 0.09797385334968567, -0.044489581137895584, 0.28779304027557373, 0.15916334092617035, -0.8042673468589783, -0.004375428892672062]"
505,"[-0.12884052097797394, -0.39149612188339233, 1.04541015625, -0.6396902799606323, 0.4344377815723419, -0.3795859217643738, 0.04839048907160759, 0.45414555072784424, -0.5094270706176758, 0.28616011142730713]"
515,"[0.06427545100450516, -0.4920932650566101, 0.5085827708244324, 0.13848139345645905, -0.11305153369903564, -0.6405878663063049, 0.4728364944458008, 0.22692640125751495, -0.6874944567680359, 0.4812309741973877]"
525,"[0.0667729452252388, -0.6064008474349976, 0.1724652498960495, 0.13367928564548492, 0.18705585598945618, -0.6227098107337952, 0.05174759775400162, 0.307879775762558, -0.34634536504745483, 0.0714309886097908]"
535,"[-0.4319787621498108, -0.5527927279472351, -0.20028278231620789, 0.8773395419120789, 0.47263526916503906, -0.5999930500984192, 0.8638312816619873, 0.20451846718788147, 0.8418467044830322, 0.7889720797538757]"
545,"[-0.6091923117637634, -0.29902729392051697, -0.7044598460197449, 0.009374301880598068, 0.30284520983695984, 0.35466617345809937, -0.37693163752555847, 0.16886566579341888, -1.2510100603103638, 0.38490432500839233]"
555,"[-0.46723219752311707, -0.742209255695343, 0.3861866593360901, -0.21412420272827148, 0.04361198842525482, 0.16319768130779266, 0.08396773040294647, -0.0376826673746109, -0.5346795916557312, 0.4292619526386261]"
565,"[0.3519947826862335, -0.4418097138404846, -0.1197148859500885, -0.3374355137348175, 0.30558767914772034, -0.8732405304908752, -0.6206595301628113, 0.727971076965332, -0.15813075006008148, 0.44549402594566345]"
575,"[-0.02850024215877056, -0.7912104725837708, 0.3083938658237457, -0.7681014537811279, 0.9286351799964905, -0.5103960633277893, 0.06609746813774109, -0.0528649240732193, 0.1380373239517212, 0.37950655817985535]"
585,"[0.21985359489917755, -0.23776200413703918, 0.32869383692741394, -0.3722729980945587, 0.3753076493740082, -0.4706253707408905, 0.6387078166007996, 0.44599705934524536, -0.8143162727355957, 0.1688845008611679]"
595,"[0.5185902714729309, -0.2842423617839813, -0.08644478023052216, 0.2766170799732208, 0.6402811408042908, -0.9509457945823669, -0.02266116440296173, 0.469763845205307, -0.8926219344139099, 0.26960310339927673]"
605,"[-0.25886139273643494, -0.1104353740811348, 0.19088934361934662, -0.25693920254707336, -0.023712214082479477, -0.3050949275493622, -0.2523290812969208, 0.1696399450302124, -0.9242296814918518, 0.5977785587310791]"
6,"[-0.41079190373420715, -0.34617602825164795, 0.27009907364845276, -0.3371170461177826, 0.7610159516334534, -0.2962490916252136, -0.10819163918495178, -0.12879198789596558, -0.7050060629844666, -0.10273545980453491]"
16,"[0.3156709671020508, -0.35412806272506714, -0.029611462727189064, 0.10205265134572983, 0.42005863785743713, -0.5128538608551025, 0.17063717544078827, 0.4587026834487915, -0.27166110277175903, 0.2832910120487213]"
26,"[0.1381651610136032, 0.013054933398962021, 0.25951817631721497, 0.4595092236995697, 0.8805069923400879, -0.2038058042526245, -0.1688196063041687, -0.46200793981552124, -0.7913062572479248, 1.02179753780365]"
36,"[-0.5180134773254395, -0.14698785543441772, 0.01816296949982643, -0.08856683224439621, 0.12025436758995056, -1.084944725036621, 0.6263284683227539, -0.07920718938112259, 0.367228627204895, 0.381946861743927]"
46,"[-0.18962745368480682, -0.3428191542625427, 0.9083144664764404, 0.16977626085281372, 1.1569030284881592, -0.538572371006012, -0.8562618494033813, 0.4744240939617157, -0.43612319231033325, -0.09439776837825775]"
56,"[-0.42270368337631226, -0.2124660760164261, 0.6627466082572937, -0.46776872873306274, 0.009398999623954296, -0.41272595524787903, -0.49620354175567627, 0.338931143283844, -0.6687511801719666, 0.739059329032898]"
66,"[-0.1068795844912529, -0.45624685287475586, -0.022243686020374298, 0.2059289813041687, 0.34860002994537354, -0.5317022204399109, 0.2965359687805176, 0.2234373539686203, -0.49850451946258545, 0.42318204045295715]"
76,"[0.31744304299354553, -0.038330674171447754, -0.651394248008728, 0.5109671354293823, 0.3445237874984741, 0.07736608386039734, 0.6986850500106812, 0.1279553771018982, -0.20357926189899445, 1.11886465549469]"
86,"[-0.19667936861515045, -0.19596551358699799, 0.15097586810588837, 0.23685717582702637, 0.18013104796409607, -0.6559911370277405, -0.19772210717201233, 0.05037941038608551, -0.941434383392334, 0.5332998633384705]"
96,"[-0.07815808057785034, -0.5488625764846802, 0.09832297265529633, -0.04202732816338539, 0.4583874046802521, -0.12597207725048065, 0.3723295331001282, -0.6413697004318237, -0.9919343590736389, 0.5007500648498535]"
106,"[-0.20682278275489807, -0.2466905117034912, 0.1724356859922409, -0.30334803462028503, 0.6998780965805054, -0.9625157713890076, 0.8667442798614502, 0.492013156414032, -0.009335748851299286, 0.2946229875087738]"
116,"[-0.4078127443790436, 0.6504881978034973, -0.8576769828796387, -0.3933583199977875, 0.5814089179039001, -1.4222557544708252, 0.559792160987854, -0.2801772356033325, -1.0975444316864014, 0.7209051847457886]"
126,"[-0.6230787634849548, 0.6164010167121887, 1.3115421533584595, 0.26935333013534546, 2.157125234603882, -1.0886632204055786, 0.11178763210773468, -0.6248633861541748, -0.3869878947734833, 0.05822085216641426]"
136,"[-0.2314022183418274, -0.15823274850845337, 0.9754576086997986, -0.09077092260122299, 1.5205811262130737, -0.28097841143608093, -0.27235668897628784, -0.478701114654541, -0.40096065402030945, 0.13422277569770813]"
146,"[-0.28984758257865906, -0.039627958089113235, -0.07759912312030792, 0.09632283449172974, 0.8496485948562622, -0.7053747177124023, 0.10992566496133804, 0.5564290285110474, -0.5498042702674866, -0.17552527785301208]"
156,"[0.12016639113426208, -0.7527003884315491, -0.2502121031284332, -0.04163559153676033, 0.06655056029558182, -0.27582693099975586, -0.0898687019944191, 0.32503339648246765, -0.29793494939804077, 0.11731362342834473]"
166,"[-0.09479638189077377, -0.39371758699417114, -0.05447046458721161, 0.09711973369121552, 0.11185626685619354, -0.37973377108573914, 0.03974646329879761, 0.4239423871040344, -0.7411989569664001, 0.37824031710624695]"
176,"[0.18204732239246368, -0.47951170802116394, 0.4159126579761505, -0.01013966929167509, 0.8009493947029114, 0.05666108801960945, 0.2156660556793213, -0.20280979573726654, -1.039121389389038, 0.013763957656919956]"
186,"[-0.18169981241226196, -0.3087743818759918, -0.14966683089733124, -0.10638853162527084, 0.6434675455093384, -0.4002148509025574, 0.007243701722472906, 0.17313285171985626, -0.7819820046424866, 0.44307684898376465]"
196,"[-0.02797217108309269, -0.4325442910194397, 1.1643702983856201, 0.020148226991295815, 0.21004848182201385, -0.23089928925037384, 0.54456627368927, 0.3775131404399872, -0.916857898235321, -0.3146594166755676]"
206,"[0.27994927763938904, -0.8620643019676208, -1.2328506272751838e-05, -0.3520117700099945, 0.6410964131355286, -0.5486681461334229, -0.010806277394294739, -0.21203745901584625, -0.1637137532234192, -0.2595732510089874]"
216,"[0.07779265195131302, -0.4660993814468384, -0.4798029661178589, -0.6335745453834534, 0.3881007730960846, 0.019589530304074287, -0.09164144843816757, 0.3220069706439972, -0.6226584315299988, 0.27368664741516113]"
226,"[-0.03153879940509796, -0.43335142731666565, -0.15433374047279358, -0.05828138440847397, 0.41323012113571167, -0.056922707706689835, 0.013388436287641525, 0.46278804540634155, -0.5061218738555908, 0.4413776397705078]"
236,"[-0.940230667591095, -0.8281359672546387, 0.0417519211769104, -0.819187343120575, -0.032549165189266205, -0.7478799223899841, -0.15347328782081604, -0.36341434717178345, -0.6444894075393677, 0.23739467561244965]"
246,"[-0.03891420736908913, -0.1684516966342926, 0.14502403140068054, -0.3474904000759125, 0.35587385296821594, -0.6608615517616272, 0.0795430988073349, 0.7903538346290588, -0.3988736569881439, 0.35662558674812317]"
256,"[-0.052593816071748734, -0.14278452098369598, 0.4275396168231964, -0.26223626732826233, 0.49436989426612854, -0.21932493150234222, 0.14492161571979523, 0.32467907667160034, -1.1148289442062378, 0.20189720392227173]"
266,"[0.16753052175045013, -0.5276246070861816, 0.2590465843677521, -0.07963518798351288, 0.4665539562702179, 0.5319482088088989, 0.45933809876441956, 0.7077933549880981, 0.21772097051143646, 0.7544065713882446]"
276,"[0.17817184329032898, -0.2840286195278168, 0.6349143385887146, 0.5513004064559937, 1.0233168601989746, -0.20194512605667114, 0.19688813388347626, 0.07792390882968903, -0.8299938440322876, 0.8517400026321411]"
286,"[0.08054353296756744, -0.37535691261291504, 0.954796552658081, 0.1786147505044937, 0.5455881953239441, -0.6252017617225647, -0.3196884095668793, 0.38302478194236755, -0.19711846113204956, 0.6383162140846252]"
296,"[0.23179121315479279, -0.3279843032360077, 1.4070545434951782, 1.0423223972320557, 0.97883540391922, -0.406654953956604, -0.059159234166145325, 0.03536001965403557, -0.6869099140167236, 0.4559865891933441]"
306,"[0.10050895810127258, -0.19762825965881348, 0.6176099181175232, 0.09013935923576355, 0.002907515037804842, -0.35613304376602173, 0.5203471779823303, 0.44581493735313416, -0.3617401123046875, 0.21401697397232056]"
316,"[-0.3852328360080719, -0.4405761659145355, 0.7184541821479797, 0.34871456027030945, 0.24380287528038025, 0.18535959720611572, -0.15055584907531738, 0.1989419162273407, -0.4546867907047272, 0.5028601288795471]"
326,"[-0.60140460729599, -0.2938486635684967, 0.34638887643814087, 0.42821764945983887, 0.6196319460868835, -0.8068441152572632, 0.34362417459487915, -0.1269110143184662, -0.19596455991268158, 0.46504104137420654]"
