word,vector
6331,"[-0.21133127808570862,0.07080238312482834,-0.20664075016975403,-0.006559758447110653,-0.19442003965377808]"
3257,"[0.0469493642449379,0.1067425087094307,-0.10521040856838226,0.08630187064409256,0.01895659603178501]"
5959,"[-0.020595038309693336,-0.057130806148052216,0.04023908078670502,-0.0882178395986557,0.040580496191978455]"
102481,"[-0.1628981977701187,-0.03576916456222534,-0.07444289326667786,-0.027142977342009544,-0.10527154058218002]"
1251,"[-0.08079665154218674,-0.18633632361888885,0.20157493650913239,-0.18365725874900818,-0.005535713396966457]"
6377,"[0.0658685490489006,0.40893861651420593,-0.08816252648830414,0.2645932734012604,-0.596843421459198]"
62434,"[-0.24716386198997498,-0.019311022013425827,-0.29156041145324707,-0.060664720833301544,-0.06983907520771027]"
3466,"[0.039090052247047424,0.0634458139538765,-0.039491523057222366,-0.03927360102534294,-0.1353304535150528]"
2019,"[0.08621254563331604,0.04964638128876686,-0.030689941719174385,0.1188434511423111,-0.20457300543785095]"
85022,"[-0.20446671545505524,0.10997253656387329,-0.05618702247738838,0.012411636300384998,-0.09468290954828262]"
106782,"[-0.4950668513774872,-0.07612928748130798,-0.23574726283550262,0.11056531220674515,-0.25317293405532837]"
47200,"[-0.1996111124753952,-0.04124999791383743,-0.01190902665257454,-0.08292914181947708,0.04290458932518959]"
61160,"[0.028474466875195503,-0.08693951368331909,-0.0864429697394371,0.06352401524782181,0.09708459675312042]"
95519,"[-0.08826176822185516,0.12221520394086838,-0.07928313314914703,-0.004782506264746189,0.05353187769651413]"
6874,"[-0.19056573510169983,0.30772849917411804,-0.17868590354919434,0.3093428909778595,-0.5918999910354614]"
107630,"[-0.1873859316110611,-0.03993206098675728,-0.18372087180614471,-0.06463956087827682,0.008278068155050278]"
93363,"[-0.1368996649980545,0.10679397732019424,-0.10585092008113861,-0.07096990197896957,0.020777255296707153]"
4356,"[-0.07601232081651688,-0.08121150732040405,-0.11593395471572876,-0.11105834692716599,0.03465104475617409]"
110330,"[-0.19074077904224396,0.03412506729364395,-0.08197421580553055,-0.10952763259410858,-0.07877321541309357]"
183199,"[-0.03958902508020401,0.07727415859699249,-0.03790169209241867,-0.023488512262701988,-0.012398799881339073]"
2058,"[-0.046306952834129333,0.12713374197483063,-0.10661634802818298,0.009101377800107002,-0.10395904630422592]"
176101,"[-0.38865652680397034,0.024558965116739273,-0.42513081431388855,-0.1675245612859726,-0.2066219449043274]"
151739,"[-0.2451399266719818,-0.05774851143360138,-0.16026435792446136,-0.10577613860368729,-0.09167083352804184]"
921,"[-0.019954590126872063,0.09269707649946213,0.1793898493051529,-0.0403657928109169,-0.009914308786392212]"
1356,"[-0.34541669487953186,-0.28727543354034424,0.6391806602478027,-0.2280529886484146,-0.05387444421648979]"
34528,"[-0.13831794261932373,0.0031484896317124367,-0.11155113577842712,-0.06349216401576996,0.05786958709359169]"
191005,"[-0.2814914584159851,-0.027338098734617233,-0.16534680128097534,0.050036173313856125,-0.11075947433710098]"
56587,"[-0.10902334004640579,0.03036324866116047,-0.06312645226716995,0.022313227877020836,-0.024488301947712898]"
5421,"[-0.17862249910831451,-0.011911727488040924,-0.11922193318605423,-0.05856300890445709,0.02707240730524063]"
3742,"[-0.17530065774917603,0.06464772671461105,-0.09652794897556305,0.010233878158032894,-0.19040001928806305]"
1732,"[-0.2865602672100067,-0.55295330286026,0.3235238492488861,-0.11290095001459122,-0.2839488089084625]"
65126,"[-0.11462076753377914,-0.07869677990674973,-0.04570338875055313,0.06956436485052109,0.04733655974268913]"
1835,"[-0.12729491293430328,0.013496581465005875,0.062138162553310394,-0.10280129313468933,-0.03686779737472534]"
39516,"[0.011508002877235413,-0.09158480912446976,0.046927426010370255,-0.07740718126296997,0.04536363482475281]"
44004,"[-0.06241881474852562,0.0966508612036705,0.07916627824306488,-0.022798756137490273,-0.09866046905517578]"
3581,"[-0.0464051216840744,-0.049000054597854614,0.004136793315410614,0.037615422159433365,0.0772220641374588]"
4116,"[-0.0568181574344635,-0.07311277836561203,-0.10595221817493439,-0.07978719472885132,-0.07105766981840134]"
86833,"[-0.31199151277542114,0.17571866512298584,-0.19637496769428253,-0.09147679060697556,-0.12855398654937744]"
4276,"[0.02689294144511223,0.03749438375234604,-0.13488343358039856,0.0019686631858348846,0.009690525941550732]"
5341,"[0.0032717613503336906,-0.042933959513902664,-0.047570373862981796,0.09761371463537216,-0.025836903601884842]"
2889,"[-0.1490975171327591,0.05734904110431671,-0.024975866079330444,0.07806096971035004,0.07712209224700928]"
54259,"[-0.3311442732810974,0.08594726771116257,-0.10677158832550049,0.05291762202978134,-0.11840466409921646]"
51357,"[-0.08232899010181427,-0.018661120906472206,-0.04480145871639252,0.011622881516814232,0.08986836671829224]"
38304,"[-0.0895320400595665,0.023099344223737717,-0.0716317817568779,0.04881654307246208,-0.0955895259976387]"
364,"[0.9723014831542969,-1.2596728801727295,-0.7781106233596802,-0.904401957988739,0.2442472130060196]"
26527,"[0.004513793159276247,-0.03977007418870926,0.06837835162878036,0.01633351854979992,-0.08825420588254929]"
129514,"[-0.22506362199783325,0.05754890665411949,-0.19012129306793213,0.060043107718229294,0.019340191036462784]"
2852,"[-0.07255536317825317,-0.06318102777004242,-0.03366043046116829,0.036552250385284424,-0.06787063181400299]"
1024,"[0.03389400988817215,-0.046264562755823135,0.023772409185767174,0.036902572959661484,0.13236719369888306]"
32,"[1.2679306268692017,-0.5426439642906189,-0.3110520541667938,0.435423344373703,0.1703275442123413]"
8754,"[-0.04387963190674782,-0.03711623698472977,-0.029149513691663742,-0.03603407368063927,-0.036674268543720245]"
53355,"[-0.052203934639692307,0.01890898309648037,-0.023616977035999298,0.0987827256321907,-0.057066600769758224]"
3758,"[0.04402558505535126,-0.06366202980279922,0.011282019317150116,-0.009975151158869267,-0.09928875416517258]"
7572,"[-0.02326960116624832,0.008321172557771206,-0.09854955226182938,0.03237330541014671,-0.015203583054244518]"
68848,"[0.02174212411046028,-0.05085375905036926,-0.0436568446457386,0.08126065135002136,-0.04225023090839386]"
126142,"[-0.02554367110133171,0.0024834692012518644,0.053204089403152466,0.08299730718135834,-0.007513736374676228]"
1240,"[-0.7713327407836914,-0.7846521735191345,1.3533143997192383,-0.6830347776412964,0.24462494254112244]"
185,"[0.4798234701156616,-0.8019624352455139,-0.2572168707847595,0.052534885704517365,0.13989509642124176]"
2262,"[-0.11023585498332977,-0.02814560942351818,0.03444040194153786,0.06538047641515732,0.06826573610305786]"
102217,"[-0.03275391831994057,-0.0005741664208471775,-0.012798191979527473,0.09619320183992386,0.06593254208564758]"
3243,"[0.04871814325451851,0.03835654258728027,-0.11244981735944748,-0.04504571482539177,-0.055588141083717346]"
1454,"[0.024370595812797546,-0.044176533818244934,0.016179462894797325,-0.09734800457954407,-0.07928643375635147]"
3091,"[0.0734553188085556,-0.02620362862944603,-0.10720044374465942,0.07523442804813385,-0.059718478471040726]"
5279,"[-0.06398160755634308,0.0649278461933136,-0.008061944507062435,0.029484068974852562,-0.09758169203996658]"
69306,"[0.11899600923061371,0.05900685116648674,0.09937934577465057,0.023553378880023956,0.002949455752968788]"
1999,"[-0.0471312440931797,-0.04675178974866867,-0.01718124933540821,-0.10348604619503021,0.04326130077242851]"
3672,"[-0.10563811659812927,0.07954216003417969,0.019059859216213226,-0.02606145292520523,0.0004984318511560559]"
2563,"[-0.15094752609729767,-0.15328845381736755,-0.026882128790020943,0.0418597050011158,0.02091177925467491]"
5993,"[0.040518999099731445,0.08157265186309814,0.01203007623553276,0.08831324428319931,0.019534528255462646]"
27788,"[-0.1806717962026596,0.007502802647650242,-0.24945573508739471,-0.051642268896102905,0.0427054688334465]"
1269,"[-0.47897401452064514,-0.4472033977508545,0.441422700881958,-0.30080562829971313,-0.10646995902061462]"
3134,"[-0.03440212830901146,-0.007896097376942635,-0.11752326786518097,0.08975481986999512,-0.1401168555021286]"
4265,"[-0.06198449432849884,0.06760279834270477,-0.09479019045829773,-0.03462166339159012,0.06533276289701462]"
946,"[-0.01186092384159565,0.11677595227956772,0.0875476598739624,-0.021093381568789482,0.017062002792954445]"
3090,"[-0.12877321243286133,0.05468297004699707,-0.07885953783988953,0.08423684537410736,0.02935108356177807]"
115231,"[-0.006256589666008949,0.02792097069323063,-0.09352391958236694,-0.10561293363571167,-0.07184641063213348]"
2076,"[-0.1961984634399414,-0.11732161045074463,-0.09922925382852554,0.005829218775033951,-0.1527736932039261]"
4440,"[0.11369290202856064,0.032606981694698334,0.0006618862971663475,-0.0008646328933537006,-0.023060942068696022]"
56145,"[-0.1292712688446045,0.07626433670520782,-0.16005218029022217,-0.0034732327330857515,-0.10929080843925476]"
1365,"[-0.0015347637236118317,0.03422670066356659,0.014778969809412956,0.06843767315149307,0.12555114924907684]"
5548,"[0.07880216836929321,0.07637187838554382,-0.059654757380485535,0.04838171228766441,0.007607945241034031]"
4585,"[0.022457685321569443,-0.039254192262887955,-0.07401842623949051,-0.023708777502179146,0.022218581289052963]"
445,"[0.02797459252178669,-0.16482014954090118,-0.04121798276901245,-0.08014990389347076,0.08853256702423096]"
96811,"[0.010075208730995655,0.05148918554186821,-0.0721338540315628,-0.029307816177606583,-0.0823531448841095]"
182293,"[-0.10605546832084656,-0.08834649622440338,-0.034253306686878204,-0.12694355845451355,0.022719193249940872]"
1974,"[-0.09702109545469284,-0.020641934126615524,0.0008922957349568605,0.10390044748783112,-0.03592878207564354]"
2135,"[-0.15262947976589203,-0.052173491567373276,-0.055435944348573685,-0.06481599062681198,-0.013925031758844852]"
8238,"[-0.11134941875934601,0.10219056159257889,-0.008023403584957123,0.04613615944981575,-0.011301610618829727]"
47997,"[-0.21083049476146698,-0.12360242754220963,0.05212794616818428,-0.10231608897447586,0.07991157472133636]"
172587,"[-0.2762683629989624,-0.03135547414422035,-0.30357271432876587,-0.14901241660118103,-0.08016401529312134]"
3185,"[0.04805019125342369,0.11176762729883194,-0.07394606620073318,-0.006796097382903099,0.04483161121606827]"
2231,"[-0.3500453233718872,-0.27057084441185,0.03288456052541733,0.11918174475431442,-0.08599162101745605]"
172637,"[-0.35662710666656494,-0.0570685900747776,-0.2675949037075043,-0.10920961201190948,-0.12188074737787247]"
107771,"[-0.04346313327550888,0.04999690502882004,-0.08816123753786087,-0.04138019680976868,0.03372107073664665]"
7171,"[-0.06873604655265808,-0.07380007952451706,0.003025609999895096,-0.08117478340864182,-0.10821526497602463]"
3629,"[-0.07385186105966568,0.05250566080212593,-0.10503233969211578,0.031150583177804947,0.033074188977479935]"
3099,"[-0.01618386059999466,0.05145961046218872,-0.19408704340457916,-0.030123921111226082,0.03456446900963783]"
71999,"[-0.17981018126010895,0.05444430559873581,-0.06496535241603851,0.050073351711034775,-0.007796560414135456]"
8954,"[-0.031765200197696686,0.11986137926578522,0.011024309322237968,0.012743649072945118,0.06644390523433685]"
2283,"[-0.08169643580913544,0.059465691447257996,-0.024404622614383698,0.015960246324539185,0.020142676308751106]"
134214,"[-0.21347495913505554,0.000965779647231102,-0.1840668022632599,-0.08663550764322281,-0.10345236212015152]"
136602,"[-0.11053205281496048,-0.05337144061923027,-0.09347494691610336,-0.007573210634291172,0.06610867381095886]"
5553,"[-0.10881304740905762,0.022802580147981644,-0.14086946845054626,0.04350903630256653,-0.030120451003313065]"
4351,"[-0.0919463187456131,-0.029568219557404518,-0.09777554869651794,-0.019596680998802185,-0.13773882389068604]"
6412,"[-0.04440733790397644,-0.029853811487555504,-0.04867050051689148,-0.019228870049118996,-0.10112835466861725]"
67997,"[-0.12136122584342957,0.09791676700115204,-0.24505159258842468,-0.07711289077997208,0.02690276876091957]"
71304,"[-0.16870038211345673,0.10426687449216843,-0.09479933977127075,-0.06493327021598816,-0.04136364161968231]"
3593,"[0.11271573603153229,0.0228391345590353,0.017919426783919334,0.07317662984132767,0.031965240836143494]"
78469,"[-0.17829997837543488,0.14379288256168365,-0.131602481007576,-0.00905643217265606,-0.026247330009937286]"
49389,"[0.00525343231856823,0.03497469425201416,-0.0518324077129364,0.0034645176492631435,0.041899245232343674]"
122882,"[-0.3271699547767639,0.014381829649209976,-0.1431969404220581,-0.1355758160352707,-0.3448491394519806]"
5414,"[-0.05216844752430916,-0.07276886701583862,0.046617962419986725,0.0002623677719384432,0.02359543927013874]"
3062,"[-0.12293647974729538,0.13023149967193604,-0.13122902810573578,0.01733260415494442,-0.15871964395046234]"
4500,"[-0.12855400145053864,-0.1127822995185852,-0.06699725985527039,-0.06747903674840927,-0.10746888071298599]"
6785,"[-0.07593348622322083,-0.0068334597162902355,-0.08220618963241577,-0.05934719368815422,-0.08634879440069199]"
37733,"[-0.39730408787727356,0.17465351521968842,-0.10216795653104782,-0.07253421097993851,-0.11981681734323502]"
115727,"[0.020022155717015266,-0.027968725189566612,0.013190662488341331,0.036571960896253586,0.059556227177381516]"
86922,"[-0.029351482167840004,0.013527341187000275,-0.10693249106407166,0.06254594773054123,0.057929493486881256]"
2840,"[-0.04311216250061989,-0.15557679533958435,0.021187853068113327,0.10329566895961761,-0.030018888413906097]"
1422,"[-0.062497563660144806,-0.03636648505926132,-0.09259605407714844,-0.013709846884012222,-0.09488881379365921]"
1303,"[-0.1606777310371399,-0.18890725076198578,0.19117681682109833,-0.026560505852103233,-0.07741265743970871]"
4792,"[-0.19609642028808594,-0.037090107798576355,-0.09788639098405838,0.015539596788585186,-0.04415552690625191]"
4066,"[0.05971444025635719,-0.03170067071914673,0.01826421171426773,-0.060728251934051514,-0.021176723763346672]"
9018,"[-0.22099022567272186,0.04304485768079758,-0.18526199460029602,-0.06262034177780151,-0.04320385307073593]"
80,"[-0.008064216934144497,-0.04396766424179077,-0.08335348963737488,-0.07030289620161057,0.0717039704322815]"
3501,"[0.03916385769844055,0.015840822830796242,-0.06892599165439606,0.0760093554854393,0.03656436875462532]"
56788,"[-0.1625169962644577,-0.006747080013155937,-0.11862803250551224,-0.02140301652252674,-0.02120743691921234]"
45928,"[-0.12143392115831375,0.004527279641479254,-0.04343285784125328,0.033864062279462814,-0.05853036418557167]"
1844,"[-0.011257586069405079,-0.06525112688541412,-0.09126248210668564,0.037057049572467804,0.012153144925832748]"
2870,"[0.0027404678985476494,0.041196685284376144,-0.0016865557990968227,-0.02380204014480114,-0.07804613560438156]"
4450,"[-0.21596579253673553,0.055362917482852936,-0.174968421459198,0.011183538474142551,-0.052187398076057434]"
93512,"[-0.11269507557153702,-0.009669403545558453,-4.455633461475372e-05,0.011287117376923561,0.028997216373682022]"
147196,"[-0.16481393575668335,0.015437319874763489,-0.15886825323104858,-0.03638065978884697,-0.07916039973497391]"
2454,"[-0.11551770567893982,0.0315365344285965,-0.185647115111351,-0.023320171982049942,-0.12992964684963226]"
434,"[0.24475380778312683,-0.371293306350708,-0.12806318700313568,-0.44545960426330566,0.09340337663888931]"
2185,"[-0.10391446948051453,-0.0077185616828501225,-0.06698834896087646,-0.036191344261169434,-0.0309355016797781]"
2310,"[-0.1123107522726059,0.0608503483235836,-0.010080879554152489,-0.037048179656267166,0.07776597887277603]"
7569,"[-0.22335200011730194,0.025441784411668777,-0.23613156378269196,0.02304542437195778,-0.16358181834220886]"
179817,"[-0.07532916218042374,-0.04311586171388626,-0.15372341871261597,-0.03903156891465187,0.04084465280175209]"
428,"[0.412103533744812,-0.3348996639251709,-0.104951873421669,-0.1103268414735794,0.07460097223520279]"
1029,"[-0.03920314460992813,0.06476803123950958,0.33364659547805786,0.05734241008758545,0.2459138035774231]"
106766,"[-0.08545719087123871,-0.005660770460963249,-0.07530545443296432,-0.05278734117746353,-0.0815681517124176]"
3784,"[-0.15145087242126465,-0.02960769273340702,-0.11885356903076172,-0.020705852657556534,-0.008335047401487827]"
2174,"[-0.32048314809799194,-0.17580027878284454,0.16277363896369934,-0.16315193474292755,-0.10915402323007584]"
6345,"[-0.0681716799736023,0.010376963764429092,-0.08070605993270874,-0.01885794848203659,-0.0020398616325110197]"
42176,"[-0.12611807882785797,0.014675678685307503,0.019305577501654625,-0.10346073657274246,-0.0533410906791687]"
37386,"[-0.01605033129453659,0.01878006011247635,0.04512825608253479,0.02144651487469673,-0.0750160813331604]"
6387,"[0.008670283481478691,-0.02191360853612423,-0.051204416900873184,-0.09638404846191406,-0.08091384172439575]"
147282,"[-0.27442026138305664,-0.0884832888841629,-0.3651171326637268,-0.11500866711139679,-0.04061640426516533]"
38388,"[-0.10559666156768799,-0.0823364108800888,-0.2009844034910202,-0.09788847714662552,-0.04218018800020218]"
104069,"[-0.17556768655776978,-0.07146608084440231,-0.15758121013641357,0.00835975632071495,0.015382234938442707]"
26631,"[-0.10284828394651413,0.07779594510793686,-0.11229809373617172,-0.08079366385936737,-0.027905400842428207]"
1218,"[-0.1567114293575287,-0.3167821168899536,0.4379349946975708,-0.10734330862760544,0.24751348793506622]"
7936,"[-0.10538314282894135,-0.021847369149327278,0.00464509055018425,0.03801840543746948,-0.11190860718488693]"
2978,"[-0.0748760849237442,0.004544656723737717,0.09466522932052612,-0.09381156414747238,0.05708973482251167]"
111759,"[-0.20176130533218384,0.09360074251890182,-0.2248731106519699,0.23199282586574554,-0.18583767116069794]"
52435,"[-0.07749108225107193,0.003562354017049074,-0.10097624361515045,-0.018798718228936195,0.049761392176151276]"
60072,"[-0.2608242630958557,0.003868249710649252,-0.1356489658355713,-0.06063712760806084,-0.0018080908339470625]"
55156,"[-0.08821151405572891,-0.06839566677808762,-0.011659780517220497,-0.09346038848161697,0.004686614032834768]"
2708,"[-0.04999318718910217,-0.07969871908426285,-0.029857341200113297,-0.030881458893418312,-0.033118218183517456]"
110669,"[-0.12739351391792297,-0.06728114932775497,-0.033485785126686096,0.04942849278450012,0.03683238476514816]"
5447,"[0.0882188081741333,-0.019419407472014427,-0.009355966001749039,-0.08946800231933594,-0.03140004351735115]"
2759,"[-0.12443536520004272,-0.022811371833086014,0.050882697105407715,0.03307558223605156,-0.09570100903511047]"
37830,"[-0.13338547945022583,0.027175456285476685,-0.01687321811914444,0.053402069956064224,0.05426128953695297]"
157108,"[-0.08287661522626877,0.06271885335445404,-0.006823181174695492,0.054112982004880905,0.004732000641524792]"
6299,"[-0.11416024714708328,0.06933023780584335,-0.1463623195886612,0.06666930764913559,-0.11710824072360992]"
586,"[0.4056112766265869,-0.48583248257637024,-0.03770285099744797,-0.5418999195098877,0.5391351580619812]"
7031,"[0.0567287877202034,-0.0013959481148049235,-0.045747898519039154,-0.055797744542360306,0.03416875749826431]"
808,"[-0.017877468839287758,0.038207437843084335,0.016749940812587738,0.0328502282500267,-0.04667035862803459]"
5328,"[-0.014533139765262604,0.023995360359549522,-0.0012582079507410526,-0.03764943778514862,-0.07807990163564682]"
1037,"[-0.03568858653306961,0.0390954464673996,0.18251176178455353,-0.07700914889574051,0.0409759059548378]"
159811,"[-0.19876377284526825,-0.025075780227780342,-0.08712789416313171,-0.11929479241371155,-0.1603623479604721]"
1873,"[-0.10537219047546387,-0.11713238060474396,-0.06124328076839447,0.024102862924337387,-0.034375883638858795]"
2660,"[0.052700113505125046,0.08437298238277435,-0.1116473451256752,-0.07109925150871277,0.014498399570584297]"
37444,"[0.0447375662624836,-0.0057149347849190235,-0.10055787861347198,0.04629984498023987,0.03148135542869568]"
4833,"[-0.13848505914211273,0.10358795523643494,-0.038364823907613754,-0.016673998907208443,0.02014915645122528]"
109241,"[-0.1104394793510437,0.09095575660467148,-0.1193646639585495,0.05581722408533096,0.04665660113096237]"
6235,"[-0.1711481511592865,0.01600252464413643,0.013052403926849365,0.08587820827960968,-0.07551691681146622]"
3398,"[-0.08087792247533798,0.038342755287885666,-0.09378931671380997,0.01857740618288517,-0.014859096147119999]"
3576,"[-0.12578731775283813,-0.027862442657351494,-0.096626877784729,-0.06639984995126724,0.03959457576274872]"
3751,"[-0.025876326486468315,0.22414450347423553,-0.16539674997329712,0.041207365691661835,-0.40621304512023926]"
4660,"[0.0048290034756064415,0.06861795485019684,-0.03439875319600105,0.03760511055588722,-0.09828104078769684]"
8783,"[-0.08566749840974808,-0.05571051314473152,-0.17100612819194794,-0.08545399457216263,-0.03160279989242554]"
106,"[0.09110846370458603,-0.022011207416653633,-0.07238488644361496,-0.06548622995615005,0.05958644300699234]"
4974,"[-0.08274935930967331,0.010621560737490654,-0.0684070885181427,0.0004095120821148157,0.07560370117425919]"
1545,"[0.06612541526556015,0.05213307589292526,-0.08772469311952591,0.08743590116500854,-0.07072987407445908]"
234,"[-0.09886671602725983,-0.030172545462846756,-0.023692140355706215,0.03917302191257477,0.07203072309494019]"
31545,"[-0.018235472962260246,0.07719127088785172,-0.11896608024835587,0.031038980931043625,0.01845087856054306]"
6978,"[0.08494441956281662,-0.029995661228895187,0.014036701992154121,0.006071035750210285,0.06758537143468857]"
55721,"[-0.17376138269901276,0.020002948120236397,-0.19270268082618713,0.0896831601858139,-0.08113808184862137]"
57243,"[-0.011598418466746807,-0.09083293378353119,-0.10946011543273926,0.006346335634589195,-0.07002416253089905]"
146024,"[-0.07179801911115646,0.011715149506926537,-0.07999807596206665,0.0042701298370957375,-0.13574573397636414]"
92259,"[-0.44877389073371887,0.09045004844665527,-0.2401328682899475,0.08013194054365158,-0.06796861439943314]"
8014,"[-0.24366557598114014,0.006293169688433409,-0.23788931965827942,0.04983019456267357,-0.20052513480186462]"
43460,"[0.048609018325805664,0.07218731194734573,-0.004659290425479412,-0.014023927040398121,-0.08178258687257767]"
27803,"[-0.15833748877048492,-0.055900394916534424,-0.07251894474029541,-0.040792860090732574,-0.09654297679662704]"
26444,"[-0.020070038735866547,0.0932869091629982,0.04781636968255043,0.060608863830566406,0.04185771197080612]"
4848,"[-0.2489084154367447,0.2559557855129242,-0.1336507797241211,-0.17720884084701538,-0.5279620885848999]"
3849,"[-0.003866825718432665,0.08588206768035889,-0.16310596466064453,-0.05447542294859886,-0.03834569826722145]"
4488,"[-0.1198573037981987,-0.07463070750236511,-0.0011906744912266731,0.054897792637348175,-0.044702447950839996]"
252,"[0.2973935604095459,-0.3882571756839752,-0.171394944190979,-0.01480522844940424,0.0051282597705721855]"
65685,"[-0.11690725386142731,0.004970891401171684,-0.06907480955123901,-0.048698924481868744,-0.0334138460457325]"
645,"[-0.0952049270272255,-0.008051938377320766,-0.006382172927260399,0.0693046972155571,0.05838191509246826]"
131237,"[-0.17942632734775543,-0.028183788061141968,-0.15825429558753967,0.015964996069669724,-0.0681886225938797]"
1286,"[-0.16790664196014404,-0.007208086084574461,-0.021492615342140198,-0.08917161077260971,-0.0863005518913269]"
7439,"[-0.05411655828356743,-0.04666541516780853,-0.01722083054482937,0.028932996094226837,0.00439880508929491]"
5300,"[0.04266767576336861,-0.013222360983490944,0.08088216185569763,-0.07967886328697205,0.0688982680439949]"
1009,"[-0.006163349375128746,0.035448603332042694,0.1406639814376831,-0.08052343130111694,-0.015326241962611675]"
149144,"[-0.17295512557029724,0.027697905898094177,-0.23795847594738007,-0.1267743557691574,-0.060327500104904175]"
3565,"[-0.053489137440919876,0.09196747839450836,-0.07292373478412628,-0.044567614793777466,0.08683639764785767]"
3145,"[-0.13152150809764862,0.004022929817438126,-0.05549757182598114,0.03277571499347687,0.03728453069925308]"
6269,"[-0.07217658311128616,0.0775492936372757,-0.18656592071056366,-0.05088594928383827,-0.06669731438159943]"
1810,"[-0.11044582724571228,-0.16659633815288544,0.03276413679122925,-0.13208532333374023,-0.02383827418088913]"
2941,"[-0.1930915266275406,0.04257485270500183,-0.0772562325000763,0.15597547590732574,-0.04255041852593422]"
8638,"[-0.315091609954834,0.04788152128458023,-0.2018948346376419,0.052090395241975784,-0.006052670534700155]"
82857,"[0.026328492909669876,0.10101940482854843,-0.06229296326637268,-0.04290981590747833,0.04013104736804962]"
115680,"[-0.031352777034044266,0.046729933470487595,-0.09887196123600006,-0.06831228733062744,-0.12652026116847992]"
1128,"[-0.008415235206484795,-0.040817007422447205,0.08602491021156311,0.0525498241186142,0.0012329760938882828]"
1686,"[-0.10729319602251053,-0.11992885917425156,-0.03251979872584343,0.05859261006116867,0.020523354411125183]"
7238,"[-0.008224694058299065,0.1388188898563385,-0.17409063875675201,0.08021443337202072,-0.06752029061317444]"
4005,"[0.024405989795923233,0.10956484824419022,-0.10152263194322586,-0.0532066710293293,-0.08399936556816101]"
2133,"[-0.1059550940990448,0.020807689055800438,-0.023093152791261673,-0.03203103318810463,-0.0525585301220417]"
150596,"[-0.28771743178367615,-0.03272448480129242,-0.1976861208677292,-0.14806553721427917,-0.03668958321213722]"
6006,"[0.005087666679173708,0.06131839379668236,-0.05028284341096878,0.038140274584293365,0.05649801343679428]"
4406,"[-0.04552209749817848,-0.09367618709802628,-0.06549856066703796,-0.09003061056137085,-0.0700436607003212]"
6863,"[-0.1509644240140915,0.1955956071615219,-0.11939401179552078,0.09225989878177643,-0.1641559898853302]"
6565,"[-0.09105422347784042,0.0771099254488945,-0.13820737600326538,-0.031861305236816406,-0.18999865651130676]"
27370,"[-0.048985276371240616,-0.033372361212968826,0.00018723402172327042,0.05291188508272171,-0.05297357961535454]"
431,"[0.5590793490409851,-0.6117396950721741,-0.25363093614578247,-0.44226303696632385,0.30294111371040344]"
7071,"[0.043246734887361526,-0.02749648503959179,0.041557230055332184,0.025961991399526596,0.008854802697896957]"
65216,"[-0.08720391243696213,-0.005984779447317123,-0.18775583803653717,0.05100617557764053,-0.009981685318052769]"
74553,"[-0.03329712525010109,-0.03396475687623024,-0.0010427813977003098,-0.003819610457867384,-0.057417549192905426]"
4015,"[-0.07212566584348679,-0.009150662459433079,-0.1599888950586319,-0.04102598875761032,-0.08599114418029785]"
152970,"[-0.3520793914794922,0.09518742561340332,-0.1935589760541916,-0.06406863778829575,-0.1038496121764183]"
73321,"[0.023685995489358902,-0.03582218661904335,0.01540070679038763,0.07915305346250534,-0.01348678395152092]"
2858,"[-0.48011285066604614,-0.29596295952796936,0.0346977673470974,1.0714174509048462,-0.3221307098865509]"
6584,"[-0.12029397487640381,0.03349190205335617,-0.04485618695616722,-0.08346366882324219,-0.10137966275215149]"
95633,"[-0.13742120563983917,-0.062247373163700104,-0.1480017453432083,0.039853330701589584,-0.07477834820747375]"
34271,"[-0.04155844822525978,0.10635741800069809,0.0061628567054867744,0.0817791223526001,0.0918411985039711]"
923,"[0.1372435986995697,0.06827659159898758,0.6823018789291382,-0.07180142402648926,0.42424526810646057]"
5425,"[-0.2150372415781021,0.12265311926603317,-0.0984531119465828,-0.09397751837968826,0.04658433049917221]"
5012,"[-0.04328388348221779,0.12059732526540756,-0.05355929955840111,-0.040576789528131485,-0.10156751424074173]"
5637,"[-0.18377837538719177,0.021799808368086815,-0.2113349735736847,0.03266561031341553,-0.05104523524641991]"
171763,"[-0.5019737482070923,0.14661650359630585,-0.5469538569450378,0.031672146171331406,-0.18550628423690796]"
42002,"[-0.14620888233184814,0.07468648254871368,-0.1824415922164917,0.014576202258467674,-0.1559561938047409]"
898,"[0.41021615266799927,0.17848053574562073,0.15597675740718842,0.05614097788929939,0.22360192239284515]"
1354,"[-0.012532808817923069,0.05008680745959282,0.05372747778892517,-0.10382992774248123,0.0766720399260521]"
54736,"[0.022168226540088654,0.08326910436153412,0.02641356736421585,0.08481555432081223,-0.1037190780043602]"
4054,"[-0.21959291398525238,-0.0704827606678009,-0.2227402627468109,-0.06055136024951935,-0.0631570890545845]"
1488,"[-0.03928324580192566,-0.08938596397638321,0.11752726137638092,0.041046641767024994,-0.048994071781635284]"
568,"[-0.03612472116947174,-0.049892883747816086,0.03104594722390175,-0.10561755299568176,-0.00125779677182436]"
2122,"[-0.07204092293977737,0.045936260372400284,0.08007945865392685,0.05393381416797638,-0.057758133858442307]"
96567,"[-0.004297261592000723,0.016638457775115967,-0.04616479575634003,0.06959309428930283,-0.06482165306806564]"
