movie_id,movie_embedding
1968,"0.0,0.0,0.6428696,0.0,1.1952798,0.0,0.0,0.0"
1969,"0.0,0.0,0.0,0.0,0.13567069,0.0,0.0,0.0"
1970,"0.0,0.0,0.0,0.0,0.056610227,0.0,0.0,0.0"
1971,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1972,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1973,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1974,"0.0,0.0,0.08760772,0.0,0.71774083,0.0,0.0,0.0"
1975,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1976,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1977,"0.0,0.0,0.0,0.0,0.36291164,0.0,0.0,0.0"
1978,"0.0,0.0,0.0,0.0,0.5609154,0.0,0.0,0.0"
1979,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1980,"0.0,0.0,0.0,0.0,0.13603768,0.0,0.0,0.0"
1981,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1982,"0.0,0.0,0.4328694,0.0,1.0028325,0.0,0.0,0.0"
1983,"0.0,0.0,0.20391698,0.0,0.8164159,0.0,0.0,0.0"
1984,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1985,"0.0,0.0,0.0,0.0,0.38551283,0.0,0.0,0.0"
1986,"0.0,0.0,0.0,0.0,0.216555,0.0,0.0,0.0"
1987,"0.0,0.0,0.0,0.0,0.12150568,0.0,0.0,0.0"
1988,"0.0,0.0,0.0,0.0,0.53269964,0.0,0.0,0.0"
1989,"0.0,0.0,0.0,0.0,0.5331936,0.0,0.0,0.0"
1990,"0.0,0.0,0.0,0.0,0.55086577,0.0,0.0,0.0"
1991,"0.0,0.0,0.0,0.0,0.4550864,0.0,0.0,0.0"
1992,"0.0,0.0,0.0,0.0,0.017273962,0.0,0.0,0.0"
1993,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1994,"0.0,0.0,0.52246886,0.0,1.0893177,0.0,0.0,0.0"
1995,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1996,"0.0,0.0,0.0,0.0,0.12528083,0.0,0.0,0.0"
1997,"0.0,0.0,0.85028684,0.0,1.3411113,0.0,0.0,0.0"
1998,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1999,"0.0,0.0,0.17355779,0.0,0.7905125,0.0,0.0,0.0"
2000,"0.0,0.0,0.621415,0.0,1.1786698,0.0,0.0,0.0"
2001,"0.0,0.0,0.45221674,0.0,1.039674,0.0,0.0,0.0"
2002,"0.0,0.0,0.29196942,0.0,0.8998883,0.0,0.0,0.0"
2003,"0.0,0.0,0.3442121,0.0,0.93868566,0.0,0.0,0.0"
2004,"0.0,0.0,0.0,0.0,0.53733194,0.0,0.0,0.0"
2005,"0.0,0.0,0.36692864,0.0,0.95877755,0.0,0.0,0.0"
2006,"0.0,0.0,0.32737353,0.0,0.9222083,0.0,0.0,0.0"
2007,"0.0,0.0,0.10718715,0.0,0.7199715,0.0,0.0,0.0"
2008,"0.0,0.0,0.49800646,0.0,1.0776806,0.0,0.0,0.0"
2009,"0.0,0.0,0.47948086,0.0,1.0513437,0.0,0.0,0.0"
2010,"0.0,0.0,0.731736,0.0,1.2592754,0.0,0.0,0.0"
2011,"0.0,0.0,0.35171857,0.0,0.9440411,0.0,0.0,0.0"
2012,"0.0,0.0,0.11592975,0.0,0.74894273,0.0,0.0,0.0"
2013,"0.0,0.0,0.39865807,0.0,0.97851795,0.0,0.0,0.0"
2014,"0.0,0.0,0.15365578,0.0,0.77717924,0.0,0.0,0.0"
2015,"0.0,0.0,0.2439669,0.0,0.8588178,0.0,0.0,0.0"
2016,"0.0,0.0,0.0,0.0,0.5614438,0.0,0.0,0.0"
2017,"0.0,0.0,0.0794696,0.0,0.6866013,0.0,0.0,0.0"
2018,"0.0,0.0,0.7378563,0.0,1.2635508,0.0,0.0,0.0"
2019,"0.0,0.0,1.6709297,0.0,2.0336518,0.0,0.0,0.0"
2020,"0.0,0.0,0.8416583,0.0,1.3566173,0.0,0.0,0.0"
2021,"0.0,0.0,0.25986204,0.0,0.8745831,0.0,0.0,0.0"
2022,"0.0,0.0,0.6697051,0.0,1.2168082,0.0,0.0,0.0"
2023,"0.0,0.0,0.3386376,0.0,0.94409555,0.0,0.0,0.0"
2024,"0.0,0.0,0.40771955,0.0,1.0041106,0.0,0.0,0.0"
2025,"0.0,0.0,0.51752543,0.0,1.0933571,0.0,0.0,0.0"
2026,"0.0,0.0,0.0,0.0,0.19251621,0.0,0.0,0.0"
2027,"0.0,0.0,0.0,0.0,0.52513397,0.0,0.0,0.0"
2028,"0.0,0.0,1.353512,0.0,1.7737998,0.0,0.0,0.0"
2029,"0.0,0.0,0.31154093,0.0,0.9129001,0.0,0.0,0.0"
2030,"0.0,0.0,0.29286775,0.0,0.8928237,0.0,0.0,0.0"
2031,"0.0,0.0,0.27091947,0.0,0.8786063,0.0,0.0,0.0"
2032,"0.0,0.0,0.28426513,0.0,0.889982,0.0,0.0,0.0"
2033,"0.0,0.0,0.31356436,0.0,0.91729695,0.0,0.0,0.0"
2034,"0.0,0.0,0.22136027,0.0,0.8373163,0.0,0.0,0.0"
2035,"0.0,0.0,0.18256874,0.0,0.798401,0.0,0.0,0.0"
2036,"0.0,0.0,0.0,0.0,0.15996456,0.0,0.0,0.0"
2037,"0.0,0.0,0.21374305,0.0,0.8288346,0.0,0.0,0.0"
2038,"0.0,0.0,0.0,0.0,0.46642298,0.0,0.0,0.0"
2039,"0.0,0.0,0.0,0.0,0.58360046,0.0,0.0,0.0"
2040,"0.0,0.0,0.0,0.0,0.15892118,0.0,0.0,0.0"
2041,"0.0,0.0,0.0,0.0,0.5378718,0.0,0.0,0.0"
2042,"0.0,0.0,0.0,0.0,0.43334922,0.0,0.0,0.0"
2043,"0.0,0.0,0.3416824,0.0,0.93949306,0.0,0.0,0.0"
2044,"0.0,0.0,0.0,0.0,0.4894936,0.0,0.0,0.0"
2045,"0.0,0.0,0.23047343,0.0,0.8304025,0.0,0.0,0.0"
2046,"0.0,0.0,0.47368902,0.0,1.0448723,0.0,0.0,0.0"
2047,"0.0,0.0,0.11410563,0.0,0.7272796,0.0,0.0,0.0"
2048,"0.0,0.0,0.14282893,0.0,0.75360364,0.0,0.0,0.0"
2049,"0.0,0.0,0.27597535,0.0,0.88264966,0.0,0.0,0.0"
2050,"0.0,0.0,0.0,0.0,0.5792406,0.0,0.0,0.0"
2051,"0.0,0.0,0.0,0.0,0.59020895,0.0,0.0,0.0"
2052,"0.0,0.0,0.0,0.0,0.5270336,0.0,0.0,0.0"
2053,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
2054,"0.0,0.0,0.013841672,0.0,0.6288454,0.0,0.0,0.0"
2055,"0.0,0.0,0.11593267,0.0,0.722384,0.0,0.0,0.0"
2056,"0.0,0.0,0.30352524,0.0,0.90814054,0.0,0.0,0.0"
2057,"0.0,0.0,0.46375194,0.0,1.0385231,0.0,0.0,0.0"
2058,"0.0,0.0,0.51295316,0.0,1.0721022,0.0,0.0,0.0"
2059,"0.0,0.0,0.30386186,0.0,0.91159207,0.0,0.0,0.0"
2060,"0.0,0.0,0.0,0.0,0.39171714,0.0,0.0,0.0"
2061,"0.0,0.0,0.44574073,0.0,1.0226624,0.0,0.0,0.0"
2062,"0.0,0.0,0.0063958224,0.0,0.6022748,0.0,0.0,0.0"
2063,"0.0,0.0,0.28599072,0.0,0.8867001,0.0,0.0,0.0"
2064,"0.0,0.0,0.913981,0.0,1.4018673,0.0,0.0,0.0"
2065,"0.0,0.0,0.55099946,0.0,1.1193161,0.0,0.0,0.0"
2066,"0.0,0.0,0.8191071,0.0,1.3349645,0.0,0.0,0.0"
2067,"0.0,0.0,0.6826815,0.0,1.2272956,0.0,0.0,0.0"
2068,"0.0,0.0,0.6192772,0.0,1.1756306,0.0,0.0,0.0"
2069,"0.0,0.0,0.63156635,0.0,1.1850863,0.0,0.0,0.0"
2070,"0.0,0.0,0.57656056,0.0,1.1386774,0.0,0.0,0.0"
2071,"0.0,0.0,0.6405465,0.0,1.1924524,0.0,0.0,0.0"
2072,"0.0,0.0,0.0,0.0,0.5512937,0.0,0.0,0.0"
2073,"0.0,0.0,0.25851318,0.0,0.8693386,0.0,0.0,0.0"
2074,"0.0,0.0,0.47030276,0.0,1.0532994,0.0,0.0,0.0"
2075,"0.0,0.0,0.4370787,0.0,1.0280383,0.0,0.0,0.0"
2076,"0.0,0.0,0.69059306,0.0,1.2339252,0.0,0.0,0.0"
2077,"0.0,0.0,0.33123288,0.0,0.93153,0.0,0.0,0.0"
2078,"0.0,0.0,0.76137894,0.0,1.2789634,0.0,0.0,0.0"
2079,"0.0,0.0,0.21340531,0.0,0.81188595,0.0,0.0,0.0"
2080,"0.0,0.0,0.6471432,0.0,1.1846828,0.0,0.0,0.0"
2081,"0.0,0.0,0.63950044,0.0,1.1802657,0.0,0.0,0.0"
2082,"0.0,0.0,0.03493783,0.0,0.650362,0.0,0.0,0.0"
2083,"0.0,0.0,0.44789875,0.0,1.0267041,0.0,0.0,0.0"
2084,"0.0,0.0,0.39831874,0.0,0.9860281,0.0,0.0,0.0"
2085,"0.0,0.0,0.51521873,0.0,1.0817819,0.0,0.0,0.0"
2086,"0.0,0.0,0.2547258,0.0,0.85158324,0.0,0.0,0.0"
2087,"0.0,0.0,0.525968,0.0,1.0896975,0.0,0.0,0.0"
2088,"0.0,0.0,0.0,0.0,0.3570998,0.0,0.0,0.0"
2089,"0.0,0.0,0.29618737,0.0,0.9020933,0.0,0.0,0.0"
2090,"0.0,0.0,0.3320141,0.0,0.93283796,0.0,0.0,0.0"
2091,"0.0,0.0,0.0,0.0,0.3898217,0.0,0.0,0.0"
2092,"0.0,0.0,0.0,0.0,0.4018611,0.0,0.0,0.0"
2093,"0.0,0.0,0.0,0.0,0.30482453,0.0,0.0,0.0"
2094,"0.0,0.0,0.09666966,0.0,0.7277627,0.0,0.0,0.0"
2095,"0.0,0.0,0.1168005,0.0,0.7301959,0.0,0.0,0.0"
2096,"0.0,0.0,0.3898338,0.0,0.97805995,0.0,0.0,0.0"
2097,"0.0,0.0,0.44431522,0.0,1.0123811,0.0,0.0,0.0"
2098,"0.0,0.0,0.0,0.0,0.26529554,0.0,0.0,0.0"
2099,"0.0,0.0,0.3751997,0.0,0.9665467,0.0,0.0,0.0"
2100,"0.0,0.0,0.42924097,0.0,1.0083909,0.0,0.0,0.0"
2101,"0.0,0.0,0.40947288,0.0,1.0043323,0.0,0.0,0.0"
2102,"0.0,0.0,0.33882034,0.0,0.93526846,0.0,0.0,0.0"
2103,"0.0,0.0,0.3563803,0.0,0.95026505,0.0,0.0,0.0"
2104,"0.0,0.0,0.15792155,0.0,0.75770915,0.0,0.0,0.0"
2105,"0.0,0.0,0.39708224,0.0,0.9805141,0.0,0.0,0.0"
2106,"0.0,0.0,0.06954256,0.0,0.6661115,0.0,0.0,0.0"
2107,"0.0,0.0,0.0,0.0,0.393705,0.0,0.0,0.0"
2108,"0.0,0.0,0.4874949,0.0,1.055931,0.0,0.0,0.0"
2109,"0.0,0.0,0.5092048,0.0,1.0728358,0.0,0.0,0.0"
2110,"0.0,0.0,0.19164342,0.0,0.8085721,0.0,0.0,0.0"
2111,"0.0,0.0,0.15766749,0.0,0.77714604,0.0,0.0,0.0"
2112,"0.0,0.0,0.44218856,0.0,1.0333517,0.0,0.0,0.0"
2113,"0.0,0.0,0.014784297,0.0,0.6254278,0.0,0.0,0.0"
2114,"0.0,0.0,0.6173238,0.0,1.1747303,0.0,0.0,0.0"
2115,"0.0,0.0,0.49983513,0.0,1.0618205,0.0,0.0,0.0"
2116,"0.0,0.0,0.43628415,0.0,1.0159266,0.0,0.0,0.0"
2117,"0.0,0.0,0.54769766,0.0,1.1180714,0.0,0.0,0.0"
2118,"0.0,0.0,0.46808627,0.0,1.0443016,0.0,0.0,0.0"
2119,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
2120,"0.0,0.0,0.0639123,0.0,0.6578605,0.0,0.0,0.0"
2121,"0.0,0.0,0.0,0.0,0.44937313,0.0,0.0,0.0"
2122,"0.0,0.0,0.0,0.0,0.53310096,0.0,0.0,0.0"
2123,"0.0,0.0,0.15767668,0.0,0.7736377,0.0,0.0,0.0"
2124,"0.0,0.0,0.07161782,0.0,0.68910515,0.0,0.0,0.0"
2125,"0.0,0.0,0.61831623,0.0,1.1755998,0.0,0.0,0.0"
2126,"0.0,0.0,0.09233021,0.0,0.71419996,0.0,0.0,0.0"
2127,"0.0,0.0,0.12359828,0.0,0.7238244,0.0,0.0,0.0"
2128,"0.0,0.0,0.3305453,0.0,0.9263033,0.0,0.0,0.0"
2129,"0.0,0.0,0.5653793,0.0,1.1438975,0.0,0.0,0.0"
2130,"0.0,0.0,0.4387193,0.0,1.0299674,0.0,0.0,0.0"
2131,"0.0,0.0,0.4054365,0.0,1.0007476,0.0,0.0,0.0"
2132,"0.0,0.0,0.82370526,0.0,1.3413814,0.0,0.0,0.0"
2133,"0.0,0.0,0.34811637,0.0,0.9411833,0.0,0.0,0.0"
2134,"0.0,0.0,0.27806717,0.0,0.88423014,0.0,0.0,0.0"
2135,"0.0,0.0,0.20915008,0.0,0.81946254,0.0,0.0,0.0"
2136,"0.0,0.0,0.26709494,0.0,0.8757825,0.0,0.0,0.0"
2137,"0.0,0.0,0.66211975,0.0,1.1996233,0.0,0.0,0.0"
2138,"0.0,0.0,0.6112355,0.0,1.1697351,0.0,0.0,0.0"
2139,"0.0,0.0,0.57843024,0.0,1.1327226,0.0,0.0,0.0"
2140,"0.0,0.0,0.5077986,0.0,1.0771314,0.0,0.0,0.0"
2141,"0.0,0.0,0.15528184,0.0,0.7742257,0.0,0.0,0.0"
2142,"0.0,0.0,0.036316805,0.0,0.65151715,0.0,0.0,0.0"
2143,"0.0,0.0,0.25150248,0.0,0.86225325,0.0,0.0,0.0"
2144,"0.0,0.0,0.58051,0.0,1.1318141,0.0,0.0,0.0"
2145,"0.0,0.0,0.25056812,0.0,0.85705733,0.0,0.0,0.0"
2146,"0.0,0.0,0.04571359,0.0,0.63761264,0.0,0.0,0.0"
2147,"0.0,0.0,0.0,0.0,0.1278598,0.0,0.0,0.0"
2148,"0.0,0.0,0.14225215,0.0,0.756865,0.0,0.0,0.0"
2149,"0.0,0.0,0.0,0.0,0.37344167,0.0,0.0,0.0"
2150,"0.0,0.0,0.6654732,0.0,1.1995907,0.0,0.0,0.0"
2151,"0.0,0.0,0.07234755,0.0,0.6823877,0.0,0.0,0.0"
2152,"0.0,0.0,0.0,0.0,0.34913343,0.0,0.0,0.0"
2153,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
2154,"0.0,0.0,0.0,0.0,0.43353617,0.0,0.0,0.0"
2155,"0.0,0.0,0.2988222,0.0,0.90071976,0.0,0.0,0.0"
2156,"0.0,0.0,0.0,0.0,0.56035197,0.0,0.0,0.0"
2157,"0.0,0.0,0.23606858,0.0,0.8433354,0.0,0.0,0.0"
2158,"0.0,0.0,0.026967047,0.0,0.64879525,0.0,0.0,0.0"
2159,"0.0,0.0,0.5846392,0.0,1.1256447,0.0,0.0,0.0"
2160,"0.0,0.0,0.7136803,0.0,1.242964,0.0,0.0,0.0"
2161,"0.0,0.0,0.39765617,0.0,0.9845626,0.0,0.0,0.0"
2162,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
2163,"0.0,0.0,0.0,0.0,0.5451987,0.0,0.0,0.0"
2164,"0.0,0.0,0.009464392,0.0,0.60198253,0.0,0.0,0.0"
2165,"0.0,0.0,0.5309526,0.0,1.1029778,0.0,0.0,0.0"
2166,"0.0,0.0,0.41955107,0.0,1.0136278,0.0,0.0,0.0"
2167,"0.0,0.0,0.36640748,0.0,0.9519923,0.0,0.0,0.0"
2168,"0.0,0.0,0.0,0.0,0.5319839,0.0,0.0,0.0"
2169,"0.0,0.0,0.0,0.0,0.49809778,0.0,0.0,0.0"
2170,"0.0,0.0,0.20677105,0.0,0.8233688,0.0,0.0,0.0"
2171,"0.0,0.0,0.69131756,0.0,1.2360064,0.0,0.0,0.0"
2172,"0.0,0.0,0.15312871,0.0,0.7647317,0.0,0.0,0.0"
2173,"0.0,0.0,0.49512184,0.0,1.064508,0.0,0.0,0.0"
2174,"0.0,0.0,0.51425034,0.0,1.0778697,0.0,0.0,0.0"
2175,"0.0,0.0,0.41495577,0.0,1.0094424,0.0,0.0,0.0"
2176,"0.0,0.0,0.43746778,0.0,1.0180073,0.0,0.0,0.0"
2177,"0.0,0.0,0.35960132,0.0,0.9510269,0.0,0.0,0.0"
2178,"0.0,0.0,0.4259812,0.0,1.0099039,0.0,0.0,0.0"
2179,"0.0,0.0,0.18185358,0.0,0.78897834,0.0,0.0,0.0"
2180,"0.0,0.0,0.0,0.0,0.59370834,0.0,0.0,0.0"
2181,"0.0,0.0,0.38891286,0.0,0.9795748,0.0,0.0,0.0"
2182,"0.0,0.0,0.51012784,0.0,1.085233,0.0,0.0,0.0"
2183,"0.0,0.0,0.66318136,0.0,1.2015034,0.0,0.0,0.0"
2184,"0.0,0.0,0.33534074,0.0,0.9356271,0.0,0.0,0.0"
2185,"0.0,0.0,0.34124577,0.0,0.9424596,0.0,0.0,0.0"
2186,"0.0,0.0,0.90557677,0.0,1.400295,0.0,0.0,0.0"
2187,"0.0,0.0,0.25258926,0.0,0.8618524,0.0,0.0,0.0"
2188,"0.0,0.0,0.13340291,0.0,0.72867316,0.0,0.0,0.0"
2189,"0.0,0.0,0.05845753,0.0,0.66985035,0.0,0.0,0.0"
2190,"0.0,0.0,0.095029,0.0,0.6889161,0.0,0.0,0.0"
2191,"0.0,0.0,0.11668806,0.0,0.72775453,0.0,0.0,0.0"
2192,"0.0,0.0,0.17792122,0.0,0.7792974,0.0,0.0,0.0"
2193,"0.0,0.0,0.44193348,0.0,1.0143328,0.0,0.0,0.0"
2194,"0.0,0.0,0.72675323,0.0,1.2634298,0.0,0.0,0.0"
2195,"0.0,0.0,0.21956152,0.0,0.83586454,0.0,0.0,0.0"
2196,"0.0,0.0,0.014938014,0.0,0.62549347,0.0,0.0,0.0"
2197,"0.0,0.0,0.41635373,0.0,1.0100019,0.0,0.0,0.0"
2198,"0.0,0.0,0.49173105,0.0,1.0728517,0.0,0.0,0.0"
2199,"0.0,0.0,0.2385507,0.0,0.83833146,0.0,0.0,0.0"
2200,"0.0,0.0,0.2347863,0.0,0.8316096,0.0,0.0,0.0"
2201,"0.0,0.0,0.4784686,0.0,1.0607178,0.0,0.0,0.0"
2202,"0.0,0.0,0.7663536,0.0,1.2954047,0.0,0.0,0.0"
2203,"0.0,0.0,0.80575556,0.0,1.3174789,0.0,0.0,0.0"
2204,"0.0,0.0,0.40093157,0.0,0.98779666,0.0,0.0,0.0"
2205,"0.0,0.0,0.027499331,0.0,0.63359314,0.0,0.0,0.0"
2206,"0.0,0.0,0.710795,0.0,1.2408655,0.0,0.0,0.0"
2207,"0.0,0.0,0.30710945,0.0,0.9086612,0.0,0.0,0.0"
2208,"0.0,0.0,0.972995,0.0,1.4511497,0.0,0.0,0.0"
2209,"0.0,0.0,0.12576526,0.0,0.7312505,0.0,0.0,0.0"
2210,"0.0,0.0,0.46159968,0.0,1.0387566,0.0,0.0,0.0"
2211,"0.0,0.0,0.18260261,0.0,0.79157585,0.0,0.0,0.0"
2212,"0.0,0.0,0.3477041,0.0,0.9458751,0.0,0.0,0.0"
2213,"0.0,0.0,0.09087672,0.0,0.7019422,0.0,0.0,0.0"
2214,"0.0,0.0,0.16571416,0.0,0.7699387,0.0,0.0,0.0"
2215,"0.0,0.0,0.249069,0.0,0.86058366,0.0,0.0,0.0"
2216,"0.0,0.0,0.26323825,0.0,0.86305135,0.0,0.0,0.0"
2217,"0.0,0.0,0.14206576,0.0,0.75315493,0.0,0.0,0.0"
2218,"0.0,0.0,0.26738864,0.0,0.86408395,0.0,0.0,0.0"
2219,"0.0,0.0,0.34816214,0.0,0.94592226,0.0,0.0,0.0"
2220,"0.0,0.0,0.26836282,0.0,0.8653227,0.0,0.0,0.0"
2221,"0.0,0.0,0.35320827,0.0,0.95042384,0.0,0.0,0.0"
2222,"0.0,0.0,0.17276213,0.0,0.78908736,0.0,0.0,0.0"
2223,"0.0,0.0,0.022924101,0.0,0.6352184,0.0,0.0,0.0"
2224,"0.0,0.0,0.17698704,0.0,0.776973,0.0,0.0,0.0"
2225,"0.0,0.0,0.27041906,0.0,0.8706529,0.0,0.0,0.0"
2226,"0.0,0.0,0.24721968,0.0,0.84303033,0.0,0.0,0.0"
2227,"0.0,0.0,0.30529281,0.0,0.91085255,0.0,0.0,0.0"
2228,"0.0,0.0,0.23610857,0.0,0.83538425,0.0,0.0,0.0"
2229,"0.0,0.0,0.24185589,0.0,0.8379467,0.0,0.0,0.0"
2230,"0.0,0.0,0.18404028,0.0,0.8011117,0.0,0.0,0.0"
2231,"0.0,0.0,0.5332193,0.0,1.1053566,0.0,0.0,0.0"
2232,"0.0,0.0,0.3356099,0.0,0.9360796,0.0,0.0,0.0"
2233,"0.0,0.0,0.08829394,0.0,0.6822199,0.0,0.0,0.0"
2234,"0.0,0.0,0.20704512,0.0,0.8043202,0.0,0.0,0.0"
2235,"0.0,0.0,0.2967997,0.0,0.8981097,0.0,0.0,0.0"
2236,"0.0,0.0,0.468127,0.0,1.052233,0.0,0.0,0.0"
2237,"0.0,0.0,0.4546537,0.0,1.0413148,0.0,0.0,0.0"
2238,"0.0,0.0,0.69400203,0.0,1.235842,0.0,0.0,0.0"
2239,"0.0,0.0,0.56801564,0.0,1.1332135,0.0,0.0,0.0"
2240,"0.0,0.0,0.43112263,0.0,1.022553,0.0,0.0,0.0"
2241,"0.0,0.0,0.0,0.0,0.40359753,0.0,0.0,0.0"
2242,"0.0,0.0,0.2865015,0.0,0.889396,0.0,0.0,0.0"
2243,"0.0,0.0,0.49331546,0.0,1.0717163,0.0,0.0,0.0"
2244,"0.0,0.0,0.0,0.0,0.56395835,0.0,0.0,0.0"
2245,"0.0,0.0,0.45069665,0.0,1.0377032,0.0,0.0,0.0"
2246,"0.0,0.0,0.0023687836,0.0,0.6105095,0.0,0.0,0.0"
2247,"0.0,0.0,0.2072518,0.0,0.824043,0.0,0.0,0.0"
2248,"0.0,0.0,0.74988264,0.0,1.2822593,0.0,0.0,0.0"
2249,"0.0,0.0,0.19298866,0.0,0.8135252,0.0,0.0,0.0"
2250,"0.0,0.0,0.16971071,0.0,0.7713021,0.0,0.0,0.0"
2251,"0.0,0.0,0.111473784,0.0,0.7266036,0.0,0.0,0.0"
2252,"0.0,0.0,0.0,0.0,0.58041424,0.0,0.0,0.0"
2253,"0.0,0.0,0.030157862,0.0,0.653565,0.0,0.0,0.0"
2254,"0.0,0.0,0.23857385,0.0,0.83501434,0.0,0.0,0.0"
2255,"0.0,0.0,0.14087835,0.0,0.75701,0.0,0.0,0.0"
2256,"0.0,0.0,0.0,0.0,0.3628534,0.0,0.0,0.0"
2257,"0.0,0.0,0.06154465,0.0,0.67117524,0.0,0.0,0.0"
2258,"0.0,0.0,0.1655394,0.0,0.7839461,0.0,0.0,0.0"
2259,"0.0,0.0,5.239062e-05,0.0,0.6147355,0.0,0.0,0.0"
2260,"0.0,0.0,0.120587304,0.0,0.73720115,0.0,0.0,0.0"
2261,"0.0,0.0,0.27442026,0.0,0.88155997,0.0,0.0,0.0"
2262,"0.0,0.0,0.050905243,0.0,0.65036356,0.0,0.0,0.0"
2263,"0.0,0.0,0.18255636,0.0,0.78883255,0.0,0.0,0.0"
2264,"0.0,0.0,0.0,0.0,0.46356007,0.0,0.0,0.0"
2265,"0.0,0.0,0.0,0.0,0.048689365,0.0,0.0,0.0"
2266,"0.0,0.0,0.0,0.0,0.56272453,0.0,0.0,0.0"
2267,"0.0,0.0,0.12919715,0.0,0.73904026,0.0,0.0,0.0"
2268,"0.0,0.0,0.7821586,0.0,1.3086954,0.0,0.0,0.0"
2269,"0.0,0.0,0.15130359,0.0,0.75104606,0.0,0.0,0.0"
2270,"0.0,0.0,0.48082697,0.0,1.0643077,0.0,0.0,0.0"
2271,"0.0,0.0,0.09113874,0.0,0.68934363,0.0,0.0,0.0"
2272,"0.0,0.0,0.49210548,0.0,1.0720913,0.0,0.0,0.0"
2273,"0.0,0.0,0.4447285,0.0,1.0179471,0.0,0.0,0.0"
2274,"0.0,0.0,0.22374478,0.0,0.82320935,0.0,0.0,0.0"
2275,"0.0,0.0,0.0,0.0,0.51903886,0.0,0.0,0.0"
2276,"0.0,0.0,0.21028738,0.0,0.8098413,0.0,0.0,0.0"
2277,"0.0,0.0,0.1156138,0.0,0.7135437,0.0,0.0,0.0"
2278,"0.0,0.0,0.28096113,0.0,0.8838403,0.0,0.0,0.0"
2279,"0.0,0.0,0.09735803,0.0,0.709021,0.0,0.0,0.0"
2280,"0.0,0.0,0.22411725,0.0,0.8253542,0.0,0.0,0.0"
2281,"0.0,0.0,0.14527461,0.0,0.7428471,0.0,0.0,0.0"
2282,"0.0,0.0,0.64678943,0.0,1.1986022,0.0,0.0,0.0"
2283,"0.0,0.0,0.0,0.0,0.5324218,0.0,0.0,0.0"
2284,"0.0,0.0,0.51953727,0.0,1.0944221,0.0,0.0,0.0"
2285,"0.0,0.0,0.52317387,0.0,1.0975343,0.0,0.0,0.0"
2286,"0.0,0.0,0.0,0.0,0.5984454,0.0,0.0,0.0"
2287,"0.0,0.0,0.25554332,0.0,0.86844295,0.0,0.0,0.0"
2288,"0.0,0.0,0.61419934,0.0,1.1557851,0.0,0.0,0.0"
2289,"0.0,0.0,0.7963508,0.0,1.3195579,0.0,0.0,0.0"
2290,"0.0,0.0,0.10613033,0.0,0.70394665,0.0,0.0,0.0"
2291,"0.0,0.0,0.52127314,0.0,1.0971978,0.0,0.0,0.0"
2292,"0.0,0.0,0.11312206,0.0,0.7149381,0.0,0.0,0.0"
2293,"0.0,0.0,0.23000515,0.0,0.83009505,0.0,0.0,0.0"
2294,"0.0,0.0,0.31660768,0.0,0.9207623,0.0,0.0,0.0"
2295,"0.0,0.0,0.06488533,0.0,0.6820184,0.0,0.0,0.0"
2296,"0.0,0.0,0.0,0.0,0.39498803,0.0,0.0,0.0"
2297,"0.0,0.0,0.2400012,0.0,0.83863485,0.0,0.0,0.0"
2298,"0.0,0.0,0.0,0.0,0.26748452,0.0,0.0,0.0"
2299,"0.0,0.0,0.27816877,0.0,0.88425726,0.0,0.0,0.0"
2300,"0.0,0.0,1.0045854,0.0,1.4758136,0.0,0.0,0.0"
2301,"0.0,0.0,0.38455403,0.0,0.97059643,0.0,0.0,0.0"
2302,"0.0,0.0,0.7071205,0.0,1.2350152,0.0,0.0,0.0"
2303,"0.0,0.0,0.5848289,0.0,1.1478155,0.0,0.0,0.0"
2304,"0.0,0.0,0.2911025,0.0,0.8894129,0.0,0.0,0.0"
2305,"0.0,0.0,0.0,0.0,0.58045334,0.0,0.0,0.0"
2306,"0.0,0.0,0.0,0.0,0.54410756,0.0,0.0,0.0"
2307,"0.0,0.0,0.0746463,0.0,0.6693902,0.0,0.0,0.0"
2308,"0.0,0.0,0.07066388,0.0,0.68850535,0.0,0.0,0.0"
2309,"0.0,0.0,0.31089944,0.0,0.9116851,0.0,0.0,0.0"
2310,"0.0,0.0,0.6842123,0.0,1.2289582,0.0,0.0,0.0"
2311,"0.0,0.0,0.35399324,0.0,0.95041436,0.0,0.0,0.0"
2312,"0.0,0.0,0.65639114,0.0,1.2050343,0.0,0.0,0.0"
2313,"0.0,0.0,0.66782445,0.0,1.2145404,0.0,0.0,0.0"
